ID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,PROGRAMME__C,ORDER__C,PRODUCT__C,EXEMPTION_REASONS__C,EXEMPTIONS_ALLOWED__C,MODULE_NAME__C,NUMBER_OF_RESITS_ALLOWED__C
a3w0X000000JorCQAS,FALSE,MOD-003522,GBP,1520262382000,005b0000005tEONAA2,1520262382000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,10,01t0X0000076ZT6QAM,,FALSE,<a href=""/a3w0X000000JorC"" target=""_top"">ICA International Advanced Certificate in Anti Money Laundering - Registration</a>,3
a3w0X000000JorHQAS,FALSE,MOD-003523,GBP,1520262719000,005b0000005tEONAA2,1520262719000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,20,01t0X0000076ZTQQA2,,FALSE,<a href=""/a3w0X000000JorH"" target=""_top"">ICA Intl Advanced Certificate in Anti Money Laundering - Introductory VC</a>,3
a3w0X000000JorMQAS,FALSE,MOD-003524,GBP,1520262901000,005b0000005tEONAA2,1520262901000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,30,01t0X0000076ZTaQAM,,FALSE,<a href=""/a3w0X000000JorM"" target=""_top"">ICA International Advanced Certificate in Anti Money Laundering - Workshop One</a>,3
a3w0X000000JorRQAS,FALSE,MOD-003525,GBP,1520263041000,005b0000005tEONAA2,1520263041000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,40,01t0X0000076ZTfQAM,,FALSE,<a href=""/a3w0X000000JorR"" target=""_top"">ICA International Advanced Certificate in Anti Money Laundering - Workshop Two</a>,3
a3w0X000000JorWQAS,FALSE,MOD-003526,GBP,1520263337000,005b0000005tEONAA2,1520263337000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,50,01t0X0000076ZTpQAM,,FALSE,<a href=""/a3w0X000000JorW"" target=""_top"">ICA Intl Advanced Certificate in Anti Money Laundering – Revision Session</a>,3
a3w0X000000JorgQAC,FALSE,MOD-003528,GBP,1520264206000,005b0000005tEONAA2,1520264206000,005b0000005tEONAA2,1520264206000,a3z0X000000TpRgQAK,10,01tb0000005ABg6AAG,,FALSE,<a href=""/a3w0X000000Jorg"" target=""_top"">ICA Advanced Certificate in Business Compliance - Registration</a>,3
a3w0X000000JorvQAC,FALSE,MOD-003531,GBP,1520264416000,005b0000005tEONAA2,1520264526000,005b0000005tEONAA2,1520303738000,a3z0X000000TpRgQAK,40,01tb0000005ABgQAAW,,FALSE,<a href=""/a3w0X000000Jorv"" target=""_top"">ICA Advanced Certificate in Business Compliance - Workshop Two</a>,3
a3w0X000000Jos0QAC,FALSE,MOD-003532,GBP,1520264509000,005b0000005tEONAA2,1520264539000,005b0000005tEONAA2,1520303738000,a3z0X000000TpRgQAK,50,01t0X0000076ZUJQA2,,FALSE,<a href=""/a3w0X000000Jos0"" target=""_top"">ICA Advanced Certificate in Business Compliance – Revision Session</a>,3
a3w0X000000Jos5QAC,FALSE,MOD-003533,GBP,1520264564000,005b0000005tEONAA2,1520264564000,005b0000005tEONAA2,1520303738000,a3z0X000000TpRgQAK,60,01tb0000005ABgaAAG,,FALSE,<a href=""/a3w0X000000Jos5"" target=""_top"">ICA Advanced Certificate in Business Compliance - Exam</a>,3
a3w0X000000JosKQAS,FALSE,MOD-003536,GBP,1520332881000,005b0000005tEONAA2,1520332881000,005b0000005tEONAA2,1520390065000,a3z0X000000TpaJQAS,10,01t0X0000076Za1QAE,,FALSE,<a href=""/a3w0X000000JosK"" target=""_top"">ICA Specialist Certificate in Money Laundering Risk in New Payment PPS</a>,3
a3w0X000000JosPQAS,FALSE,MOD-003537,GBP,1520333110000,005b0000005tEONAA2,1520333110000,005b0000005tEONAA2,1520390065000,a3z0X000000TpaJQAS,20,01t0X0000076Za6QAE,,FALSE,"<a href=""/a3w0X000000JosP"" target=""_top"">ICA Specialist Cert in ML Risk in New Payments, Products and Services - Workshop</a>",3
a3w0X000000JosUQAS,FALSE,MOD-003538,GBP,1520434358000,005b0000005tEONAA2,1520434358000,005b0000005tEONAA2,1527261326000,a3z0X000000TpnNQAS,10,01t0X0000076ZtoQAE,,FALSE,<a href=""/a3w0X000000JosU"" target=""_top"">ICA Certificate in Financial Crime Risk</a>,3
a3w0X000000JosZQAS,FALSE,MOD-003539,GBP,1520435281000,005b0000005tEONAA2,1520435281000,005b0000005tEONAA2,1520525235000,a3z0X000000Tpo1QAC,10,01t0X0000076ZttQAE,,FALSE,<a href=""/a3w0X000000JosZ"" target=""_top"">ICA Specialist Certificate in Financial Crime Risk</a>,3
a3w0X000000OCLaQAO,FALSE,MOD-004077,GBP,1554374027000,005b0000002eGGJAA2,1554374027000,005b0000002eGGJAA2,1554374027000,a3z0X000000ND4KQAW,10,01t0X00000A33e7QAB,,FALSE,<a href=""/a3w0X000000OCLa"" target=""_top"">SHRM - Workshop 1</a>,3
a3w0X000000OCLfQAO,FALSE,MOD-004078,GBP,1554374080000,005b0000002eGGJAA2,1554374080000,005b0000002eGGJAA2,1554374080000,a3z0X000000ND4KQAW,15,01t0X00000A33eCQAR,,FALSE,<a href=""/a3w0X000000OCLf"" target=""_top"">SHRM - Workshop 2</a>,3
a3w0X000000OCLkQAO,FALSE,MOD-004079,GBP,1554374145000,005b0000002eGGJAA2,1554374145000,005b0000002eGGJAA2,1554374145000,a3z0X000000ND4KQAW,20,01t0X00000A33eHQAR,,FALSE,<a href=""/a3w0X000000OCLk"" target=""_top"">SHRM - Workshop 3</a>,3
a3w0X000000OCLzQAO,FALSE,MOD-004082,GBP,1554374893000,005b0000002eGGJAA2,1554374893000,005b0000002eGGJAA2,1554374893000,a3z0X000000ND4UQAW,10,01t0X00000A33eWQAR,,FALSE,<a href=""/a3w0X000000OCLz"" target=""_top"">SHRM - Virtual Classroom 1</a>,3
a3w0X000000OCM4QAO,FALSE,MOD-004083,GBP,1554374961000,005b0000002eGGJAA2,1554374961000,005b0000002eGGJAA2,1554374961000,a3z0X000000ND4UQAW,15,01t0X00000A33egQAB,,FALSE,<a href=""/a3w0X000000OCM4"" target=""_top"">SHRM - Virtual Classroom 2</a>,3
a3w0X000000OCM9QAO,FALSE,MOD-004084,GBP,1554375017000,005b0000002eGGJAA2,1554375017000,005b0000002eGGJAA2,1554375017000,a3z0X000000ND4UQAW,20,01t0X00000A33elQAB,,FALSE,<a href=""/a3w0X000000OCM9"" target=""_top"">SHRM - Virtual Classroom 3</a>,3
a3w0X000000OCMOQA4,FALSE,MOD-004087,GBP,1554375207000,005b0000002eGGJAA2,1554375207000,005b0000002eGGJAA2,1554375207000,a3z0X000000ND4UQAW,35,01t0X00000A33f0QAB,,FALSE,<a href=""/a3w0X000000OCMO"" target=""_top"">SHRM  - Virtual Classroom 6</a>,3
a3w0X000000OCMYQA4,FALSE,MOD-004089,GBP,1554376088000,005b0000002eGGJAA2,1554376088000,005b0000002eGGJAA2,1554376088000,a3z0X000000ND4ZQAW,10,01t0X00000A33fAQAR,,FALSE,<a href=""/a3w0X000000OCMY"" target=""_top"">SHRM - Workshop 1</a>,3
a3w0X000000OCMiQAO,FALSE,MOD-004091,GBP,1554376227000,005b0000002eGGJAA2,1554376227000,005b0000002eGGJAA2,1554376227000,a3z0X000000ND4ZQAW,20,01t0X00000A33fKQAR,,FALSE,<a href=""/a3w0X000000OCMi"" target=""_top"">SHRM - Workshop 3</a>,3
a3w0X000000OCMsQAO,FALSE,MOD-004093,GBP,1554376435000,005b0000002eGGJAA2,1554376435000,005b0000002eGGJAA2,1554376435000,a3z0X000000ND4ZQAW,30,01t0X00000A33fUQAR,,FALSE,<a href=""/a3w0X000000OCMs"" target=""_top"">SHRM - Workshop 5</a>,3
a3w0X000000OCN2QAO,FALSE,MOD-004095,GBP,1554377245000,005b0000002eGGJAA2,1554377245000,005b0000002eGGJAA2,1554377245000,a3z0X000000ND4eQAG,10,01t0X00000A33fjQAB,,FALSE,<a href=""/a3w0X000000OCN2"" target=""_top"">SHRM - Virtual Classroom 1</a>,3
a3w0X000000OCNMQA4,FALSE,MOD-004099,GBP,1554377537000,005b0000002eGGJAA2,1554377545000,005b0000002eGGJAA2,1554377545000,a3z0X000000ND4eQAG,30,01t0X00000A33g3QAB,,FALSE,<a href=""/a3w0X000000OCNM"" target=""_top"">SHRM - Virtual Classroom 5</a>,3
a3w0X000000OCNRQA4,FALSE,MOD-004100,GBP,1554377628000,005b0000002eGGJAA2,1554377628000,005b0000002eGGJAA2,1554377628000,a3z0X000000ND4eQAG,35,01t0X00000A33g8QAB,,FALSE,<a href=""/a3w0X000000OCNR"" target=""_top"">SHRM  - Virtual Classroom 6</a>,3
a3w0X000000OCNlQAO,FALSE,MOD-004104,GBP,1554385985000,005b0000000L1KUAA0,1554385985000,005b0000000L1KUAA0,1554385985000,a3z0X000000ND4yQAG,20,01t0X00000A33m0QAB,,FALSE,<a href=""/a3w0X000000OCNl"" target=""_top"">ICA Certificate in Combating Financing of Terrorism Assessment</a>,3
a3w0X000000OCNvQAO,FALSE,MOD-004106,GBP,1554890137000,005b0000000L1KUAA0,1554890137000,005b0000000L1KUAA0,1554890137000,a3z0X000000NDGLQA4,20,01t0X00000A34d0QAB,,FALSE,<a href=""/a3w0X000000OCNv"" target=""_top"">UAE Certificate in Regulatory and Financial Crime Compliance Assessment</a>,3
a3w0X000000OCO0QAO,FALSE,MOD-004107,GBP,1554903469000,005b0000002eGGJAA2,1554903469000,005b0000002eGGJAA2,1554903469000,a3z0X000000NDGkQAO,10,01t0X00000A34lOQAR,,FALSE,<a href=""/a3w0X000000OCO0"" target=""_top"">RHB Compliance Review - Registration</a>,3
a3w0X000000OCQaQAO,FALSE,MOD-004109,GBP,1555409975000,005b0000002eGGJAA2,1555409975000,005b0000002eGGJAA2,1555409975000,a3z0X000000NDTPQA4,10,01t0X00000A36AEQAZ,,FALSE,<a href=""/a3w0X000000OCQa"" target=""_top"">ICA Intl Advanced Certificate in Regulatory Compliance - Registration</a>,1
a3w0X000000OCQpQAO,FALSE,MOD-004112,GBP,1555410442000,005b0000002eGGJAA2,1555410442000,005b0000002eGGJAA2,1555410442000,a3z0X000000NDTPQA4,25,01t0X00000A36AdQAJ,,FALSE,<a href=""/a3w0X000000OCQp"" target=""_top"">ICA Intl Advanced Certificate in Regulatory Compliance -  Assignment One</a>,3
a3w0X000000OCRiQAO,FALSE,MOD-004123,GBP,1555415721000,005b0000002eGGJAA2,1555415721000,005b0000002eGGJAA2,1555415721000,a3z0X000000NDTZQA4,55,01t0X00000A36ECQAZ,,FALSE,<a href=""/a3w0X000000OCRi"" target=""_top"">Certified Professional in Financial Crime Compliance - Interview</a>,999
a3w0X000000OCTKQA4,FALSE,MOD-004133,GBP,1556285596000,005b0000002eGGJAA2,1562343530000,0050X000008U8PoQAK,1562343530000,a3z0X000000NDo3QAG,20,01t0X00000A37ogQAB,,FALSE,<a href=""/a3w0X000000OCTK"" target=""_top"">Professional Regulatory Skills – Day 3</a>,3
a3w0X000000OCTeQAO,FALSE,MOD-004137,GBP,1556291223000,005b0000002eGGJAA2,1556291223000,005b0000002eGGJAA2,1556291223000,a3z0X000000NDoIQAW,10,01t0X00000A37qsQAB,,FALSE,<a href=""/a3w0X000000OCTe"" target=""_top"">Advanced Certificate in Fund Administration - Registration</a>,1
a3w0X000000OCUSQA4,FALSE,MOD-004147,GBP,1556623090000,005b0000002eGGJAA2,1556623090000,005b0000002eGGJAA2,1556623090000,a3z0X000000NDvsQAG,10,01t0X00000A38IzQAJ,,FALSE,<a href=""/a3w0X000000OCUS"" target=""_top"">Int&#39;l Advanced Certificate in Anti Money Laundering - Registration</a>,3
a3w0X000000OCV1QAO,FALSE,MOD-004154,GBP,1556624510000,005b0000002eGGJAA2,1556624510000,005b0000002eGGJAA2,1556624510000,a3z0X000000NDvxQAG,20,01t0X00000A38JxQAJ,,FALSE,<a href=""/a3w0X000000OCV1"" target=""_top"">ICA International Advanced Certificate in Anti Money Laundering - Workshop Two</a>,3
a3w0X000000OCVVQA4,FALSE,MOD-004160,GBP,1556630263000,005b0000000L1KUAA0,1556630263000,005b0000000L1KUAA0,1556630263000,a3z0X000000NDVuQAO,40,01t0X00000A38L5QAJ,,FALSE,<a href=""/a3w0X000000OCVV"" target=""_top"">ICA Certificado Avanzado Internacional en Prevención de Blanqueo de C - AV 2</a>,3
a3w0X000000OCVaQAO,FALSE,MOD-004161,GBP,1556630303000,005b0000000L1KUAA0,1556630303000,005b0000000L1KUAA0,1556630303000,a3z0X000000NDVuQAO,50,01t0X00000A38LAQAZ,,FALSE,<a href=""/a3w0X000000OCVa"" target=""_top"">ICA Certificado Avanzado Internacional en Prevención de Blanqueo de  - Trabajo 2</a>,3
a3w0X000000OCXgQAO,FALSE,MOD-004177,GBP,1557481200000,005b0000000L1KUAA0,1557481200000,005b0000000L1KUAA0,1557481200000,a3z0X000000NEG7QAO,50,01t0X00000A3A02QAF,,FALSE,<a href=""/a3w0X000000OCXg"" target=""_top"">Advanced Certificate in Fund Administration - Exam</a>,3
a3w0X000000OH9PQAW,FALSE,MOD-004340,GBP,1570628200000,005b0000000L1KUAA0,1570628200000,005b0000000L1KUAA0,1570628200000,a3z0X0000017TH9QAM,20,01t0X00000A59AqQAJ,,FALSE,<a href=""/a3w0X000000OH9P"" target=""_top"">ICA Certificate in Money Laundering Risk in Betting and Gaming - Assmt</a>,1
a3w0X000000JorlQAC,FALSE,MOD-003529,GBP,1520264369000,005b0000005tEONAA2,1520264369000,005b0000005tEONAA2,1520303738000,a3z0X000000TpRgQAK,20,01t0X0000076ZU9QAM,,FALSE,<a href=""/a3w0X000000Jorl"" target=""_top"">ICA Advanced Certificate in Business Compliance - Introductory VC</a>,3
a3w0X000000JorqQAC,FALSE,MOD-003530,GBP,1520264393000,005b0000005tEONAA2,1520264393000,005b0000005tEONAA2,1520264393000,a3z0X000000TpRgQAK,30,01tb0000005ABgGAAW,,FALSE,<a href=""/a3w0X000000Jorq"" target=""_top"">ICA Advanced Certificate in Business Compliance - Workshop One</a>,3
a3w0X000000JosAQAS,FALSE,MOD-003534,GBP,1520329912000,005b0000005tEONAA2,1520329912000,005b0000005tEONAA2,1520390065000,a3z0X000000TpZfQAK,10,01t0X0000076ZZIQA2,,FALSE,<a href=""/a3w0X000000JosA"" target=""_top"">ICA Certificate in Money Laundering Risk in Betting and Gaming - Exam</a>,3
a3w0X000000OCMEQA4,FALSE,MOD-004085,GBP,1554375086000,005b0000002eGGJAA2,1554375086000,005b0000002eGGJAA2,1554375086000,a3z0X000000ND4UQAW,25,01t0X00000A33eqQAB,,FALSE,<a href=""/a3w0X000000OCME"" target=""_top"">SHRM - Virtual Classroom 4</a>,3
a3w0X000000OCMJQA4,FALSE,MOD-004086,GBP,1554375149000,005b0000002eGGJAA2,1554375149000,005b0000002eGGJAA2,1554375149000,a3z0X000000ND4UQAW,30,01t0X00000A33evQAB,,FALSE,<a href=""/a3w0X000000OCMJ"" target=""_top"">SHRM - Virtual Classroom 5</a>,3
a3w0X000000OCMxQAO,FALSE,MOD-004094,GBP,1554376504000,005b0000002eGGJAA2,1554376504000,005b0000002eGGJAA2,1554376504000,a3z0X000000ND4ZQAW,35,01t0X00000A33fZQAR,,FALSE,<a href=""/a3w0X000000OCMx"" target=""_top"">SHRM - Exam</a>,3
a3w0X000000OCNgQAO,FALSE,MOD-004103,GBP,1554385679000,005b0000000L1KUAA0,1554385679000,005b0000000L1KUAA0,1554385679000,a3z0X000000ND4yQAG,10,01t0X000005CI4uQAG,,FALSE,<a href=""/a3w0X000000OCNg"" target=""_top"">ICA Specialist Certificate in Combating Financing of Terrorism</a>,1
a3w0X000000OCO5QAO,FALSE,MOD-004108,GBP,1554903538000,005b0000002eGGJAA2,1554903538000,005b0000002eGGJAA2,1554903538000,a3z0X000000NDGkQAO,15,01t0X00000A34lTQAR,,FALSE,<a href=""/a3w0X000000OCO5"" target=""_top"">RHB Compliance Review - Workshop</a>,3
a3w0X000000OCQzQAO,FALSE,MOD-004114,GBP,1555413728000,005b0000002eGGJAA2,1555413728000,005b0000002eGGJAA2,1555413728000,a3z0X000000NDTZQA4,10,01t0X00000A36CcQAJ,,FALSE,<a href=""/a3w0X000000OCQz"" target=""_top"">Certified Professional in Financial Crime Compliance - Registration</a>,999
a3w0X000000OCSgQAO,FALSE,MOD-004125,GBP,1555512873000,005b0000002eGGJAA2,1555512873000,005b0000002eGGJAA2,1555512873000,a3z0X000000NDWJQA4,15,01t0X00000A36csQAB,,FALSE,"<a href=""/a3w0X000000OCSg"" target=""_top"">ICA International Diploma in Governance, Risk and Compliance - Exam</a>",3
a3w0X000000OCSvQAO,FALSE,MOD-004128,GBP,1555588675000,005b0000002eGGJAA2,1555588675000,005b0000002eGGJAA2,1555588675000,a3z0X000000NDYFQA4,10,01t0X00000A36jUQAR,,FALSE,<a href=""/a3w0X000000OCSv"" target=""_top"">Postgraduate Certificate of AML/CTF Regulation and Risk – Module 2</a>,3
a3w0X000000OCTAQA4,FALSE,MOD-004131,GBP,1555595227000,005b0000002eGGJAA2,1555595227000,005b0000002eGGJAA2,1555595227000,a3z0X000000NDYPQA4,15,01t0X00000A36krQAB,,FALSE,<a href=""/a3w0X000000OCTA"" target=""_top"">Postgraduate Certificate of AML/CTF Regulation and Risk - Assignment 3</a>,3
a3w0X000000OCTUQA4,FALSE,MOD-004135,GBP,1556285883000,005b0000002eGGJAA2,1562343413000,0050X000008U8PoQAK,1562343413000,a3z0X000000NDo3QAG,30,01t0X00000A37oqQAB,,FALSE,<a href=""/a3w0X000000OCTU"" target=""_top"">Professional Regulatory Skills - Assessment 1</a>,3
a3w0X000000OCVGQA4,FALSE,MOD-004157,GBP,1556630124000,005b0000000L1KUAA0,1556630124000,005b0000000L1KUAA0,1556630124000,a3z0X000000NDVuQAO,1,01t0X00000A38KqQAJ,,FALSE,<a href=""/a3w0X000000OCVG"" target=""_top"">ICA Certificado Avanzado Internacional en Prevención de Blanqueo de Capitales -</a>,1
a3w0X000000OCYPQA4,FALSE,MOD-004185,GBP,1558519300000,005b0000000L1KUAA0,1558519300000,005b0000000L1KUAA0,1558519300000,a3z0X000000NEdkQAG,20,01t0X00000A3BhXQAV,,FALSE,<a href=""/a3w0X000000OCYP"" target=""_top"">Advanced Specialist Training in AML/CFT Bank Supervisory Examination - Mod 2 Wks</a>,1
a3w0X000000JoseQAC,FALSE,MOD-003540,GBP,1520513805000,005b0000005tEONAA2,1520513805000,005b0000005tEONAA2,1520562872000,a3z0X000000TpnNQAS,20,01t0X0000076ZwrQAE,,FALSE,<a href=""/a3w0X000000Jose"" target=""_top"">ICA Certificate in Financial Crime Risk - HSBC - Workshop</a>,3
a3w0X000000OCMdQAO,FALSE,MOD-004090,GBP,1554376164000,005b0000002eGGJAA2,1554376164000,005b0000002eGGJAA2,1554376164000,a3z0X000000ND4ZQAW,15,01t0X00000A33fFQAR,,FALSE,<a href=""/a3w0X000000OCMd"" target=""_top"">SHRM - Workshop 2</a>,3
a3w0X000000OCQuQAO,FALSE,MOD-004113,GBP,1555410967000,005b0000002eGGJAA2,1555410967000,005b0000002eGGJAA2,1555410967000,a3z0X000000NDTPQA4,30,01t0X00000A36BUQAZ,,FALSE,<a href=""/a3w0X000000OCQu"" target=""_top"">ICA Intl Advanced Certificate in Regulatory Compliance -  Assignment Two</a>,3
a3w0X000000OHCHQA4,FALSE,MOD-004357,GBP,1570719714000,005b0000000L1KUAA0,1570719714000,005b0000000L1KUAA0,1570719714000,a3z0X000000vcWLQAY,100,01t0X00000A59OuQAJ,,FALSE,<a href=""/a3w0X000000OHCH"" target=""_top"">ICA Intl Diploma in Governance Risk &amp; Compliance Online - Virtual Classroom 1</a>,1
a3w0X000000OHD0QAO,FALSE,MOD-004364,GBP,1570720259000,005b0000000L1KUAA0,1570720259000,005b0000000L1KUAA0,1570720259000,a3z0X000000vcoAQAQ,130,01t0X00000A59PnQAJ,,FALSE,<a href=""/a3w0X000000OHD0"" target=""_top"">ICA Intl Diploma In Anti Money Laundering - Virtual Classroom 4</a>,1
a3w0X000000OHggQAG,FALSE,MOD-004405,GBP,1573732173000,0050X000008uoG9QAI,1573732173000,0050X000008uoG9QAI,1573732173000,a3z0X0000017UXmQAM,20,01t0X00000A5IDVQA3,,FALSE,<a href=""/a3w0X000000OHgg"" target=""_top"">ICA Advanced Certificate in Business Compliance - Virtual Classroom 1</a>,1
a3w0X000000OnGtQAK,FALSE,MOD-004448,GBP,1579795798000,0050X000008uoG9QAI,1579795798000,0050X000008uoG9QAI,1579795798000,a3z0X000000NDTPQA4,40,01t0X00000A5YuZQAV,,FALSE,<a href=""/a3w0X000000OnGt"" target=""_top"">ICA Intl Advanced Certificate in Regulatory Compliance - Virtual Classroom 2</a>,1
a3w0X000000OnWPQA0,FALSE,MOD-004460,GBP,1581066666000,0050X00000A79ttQAB,1581066666000,0050X00000A79ttQAB,1581066666000,a3z0X0000017XRNQA2,10,01t0X00000A5cecQAB,,FALSE,<a href=""/a3w0X000000OnWP"" target=""_top"">Unit 6 - Customer Due Diligence Registration</a>,2
a3w0X000000JorbQAC,FALSE,MOD-003527,GBP,1520263449000,005b0000005tEONAA2,1520263449000,005b0000005tEONAA2,1520303738000,a3z0X000000TpR7QAK,60,01t0X0000076ZTuQAM,,FALSE,<a href=""/a3w0X000000Jorb"" target=""_top"">ICA International Advanced Certificate in Anti Money Laundering - Exam</a>,3
a3w0X000000OCLpQAO,FALSE,MOD-004080,GBP,1554374324000,005b0000002eGGJAA2,1554374324000,005b0000002eGGJAA2,1554374324000,a3z0X000000ND4KQAW,25,01t0X00000A33eMQAR,,FALSE,<a href=""/a3w0X000000OCLp"" target=""_top"">SHRM - Workshop 4</a>,3
a3w0X000000OCLuQAO,FALSE,MOD-004081,GBP,1554374566000,005b0000002eGGJAA2,1554374566000,005b0000002eGGJAA2,1554374566000,a3z0X000000ND4KQAW,30,01t0X00000A33eRQAR,,FALSE,<a href=""/a3w0X000000OCLu"" target=""_top"">SHRM - Exam</a>,3
a3w0X000000OCMTQA4,FALSE,MOD-004088,GBP,1554375247000,005b0000002eGGJAA2,1554375247000,005b0000002eGGJAA2,1554375247000,a3z0X000000ND4UQAW,40,01t0X00000A33eRQAR,,FALSE,<a href=""/a3w0X000000OCMT"" target=""_top"">SHRM - Exam</a>,3
a3w0X000000OCNCQA4,FALSE,MOD-004097,GBP,1554377371000,005b0000002eGGJAA2,1554377371000,005b0000002eGGJAA2,1554377371000,a3z0X000000ND4eQAG,20,01t0X00000A33ftQAB,,FALSE,<a href=""/a3w0X000000OCNC"" target=""_top"">SHRM - Virtual Classroom 3</a>,3
a3w0X000000OCNHQA4,FALSE,MOD-004098,GBP,1554377438000,005b0000002eGGJAA2,1554377438000,005b0000002eGGJAA2,1554377438000,a3z0X000000ND4eQAG,25,01t0X00000A33fyQAB,,FALSE,<a href=""/a3w0X000000OCNH"" target=""_top"">SHRM - Virtual Classroom 4</a>,3
a3w0X000000OCNWQA4,FALSE,MOD-004101,GBP,1554377677000,005b0000002eGGJAA2,1554377677000,005b0000002eGGJAA2,1554377677000,a3z0X000000ND4eQAG,40,01t0X00000A33gDQAR,,FALSE,<a href=""/a3w0X000000OCNW"" target=""_top"">SHRM - Virtual Classroom 7</a>,3
a3w0X000000OCNbQAO,FALSE,MOD-004102,GBP,1554378025000,005b0000002eGGJAA2,1554378035000,005b0000002eGGJAA2,1554378035000,a3z0X000000ND4eQAG,45,01t0X00000A33fZQAR,,FALSE,<a href=""/a3w0X000000OCNb"" target=""_top"">SHRM - Exam</a>,3
a3w0X000000OCNqQAO,FALSE,MOD-004105,GBP,1554889985000,005b0000000L1KUAA0,1554889985000,005b0000000L1KUAA0,1554889985000,a3z0X000000NDGLQA4,1,01t0X00000A34cvQAB,,FALSE,<a href=""/a3w0X000000OCNq"" target=""_top"">UAE Certificate in Regulatory and Financial Crime Compliance Registration</a>,1
a3w0X000000OCQfQAO,FALSE,MOD-004110,GBP,1555410135000,005b0000002eGGJAA2,1555410135000,005b0000002eGGJAA2,1555410135000,a3z0X000000NDTPQA4,15,01t0X00000A36AOQAZ,,FALSE,<a href=""/a3w0X000000OCQf"" target=""_top"">ICA Intl Advanced Certificate in Regulatory Compliance - Workshop One</a>,3
a3w0X000000OCR9QAO,FALSE,MOD-004116,GBP,1555414373000,005b0000002eGGJAA2,1555414373000,005b0000002eGGJAA2,1555414373000,a3z0X000000NDTZQA4,20,01t0X00000A36DJQAZ,,FALSE,<a href=""/a3w0X000000OCR9"" target=""_top"">Certified Professional in Financial Crime Compliance - Class 2</a>,999
a3w0X000000OCRJQA4,FALSE,MOD-004118,GBP,1555414612000,005b0000002eGGJAA2,1555414621000,005b0000002eGGJAA2,1555414621000,a3z0X000000NDTZQA4,30,01t0X00000A36DYQAZ,,FALSE,<a href=""/a3w0X000000OCRJ"" target=""_top"">Certified Professional in Financial Crime Compliance - Class 4</a>,999
a3w0X000000OCROQA4,FALSE,MOD-004119,GBP,1555414722000,005b0000002eGGJAA2,1555414722000,005b0000002eGGJAA2,1555414722000,a3z0X000000NDTZQA4,35,01t0X00000A36DdQAJ,,FALSE,<a href=""/a3w0X000000OCRO"" target=""_top"">Certified Professional in Financial Crime Compliance - Class 5</a>,999
a3w0X000000OCRYQA4,FALSE,MOD-004121,GBP,1555415417000,005b0000002eGGJAA2,1555415417000,005b0000002eGGJAA2,1555415417000,a3z0X000000NDTZQA4,45,01t0X00000A36DsQAJ,,FALSE,<a href=""/a3w0X000000OCRY"" target=""_top"">Certified Professional in Financial Crime Compliance - Class 7</a>,999
a3w0X000000OCRdQAO,FALSE,MOD-004122,GBP,1555415584000,005b0000002eGGJAA2,1555415584000,005b0000002eGGJAA2,1555415584000,a3z0X000000NDTZQA4,50,01t0X00000A36E2QAJ,,FALSE,<a href=""/a3w0X000000OCRd"" target=""_top"">Certified Professional in Financial Crime Compliance - Class 8</a>,999
a3w0X000000OCSbQAO,FALSE,MOD-004124,GBP,1555512561000,005b0000002eGGJAA2,1555512561000,005b0000002eGGJAA2,1555512561000,a3z0X000000NDWJQA4,10,01t0X00000A36cnQAB,,FALSE,"<a href=""/a3w0X000000OCSb"" target=""_top"">ICA International Diploma in Governance, Risk and Compliance - Registration</a>",3
a3w0X000000OCSlQAO,FALSE,MOD-004126,GBP,1555514352000,005b0000002eGGJAA2,1555514352000,005b0000002eGGJAA2,1555514352000,a3z0X000000NDWTQA4,10,01t0X00000A36dRQAR,,FALSE,<a href=""/a3w0X000000OCSl"" target=""_top"">ICA Intl Diploma In Anti Money Laundering - Registration</a>,3
a3w0X000000OCT0QAO,FALSE,MOD-004129,GBP,1555594399000,005b0000002eGGJAA2,1555594399000,005b0000002eGGJAA2,1555594399000,a3z0X000000NDYFQA4,15,01t0X00000A36kXQAR,,FALSE,<a href=""/a3w0X000000OCT0"" target=""_top"">Postgraduate Certificate of AML/CTF Regulation and Risk - Assignment 2</a>,3
a3w0X000000OCT5QAO,FALSE,MOD-004130,GBP,1555594989000,005b0000002eGGJAA2,1555594989000,005b0000002eGGJAA2,1555594989000,a3z0X000000NDYPQA4,10,01t0X00000A36khQAB,,FALSE,<a href=""/a3w0X000000OCT5"" target=""_top"">Postgraduate Certificate of AML/CTF Regulation and Risk – Module 3</a>,3
a3w0X000000OCTFQA4,FALSE,MOD-004132,GBP,1556285461000,005b0000002eGGJAA2,1556285461000,005b0000002eGGJAA2,1556285461000,a3z0X000000NDo3QAG,10,01t0X00000A37obQAB,,FALSE,<a href=""/a3w0X000000OCTF"" target=""_top"">Professional Regulatory Skills – Day 1</a>,3
