ID,OWNERID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,LASTVIEWEDDATE,LASTREFERENCEDDATE,BRAND__C,BRAND_TEXT__C,NO_OF_PROGRAMME_PASSES_REQUIRED__C
a41b0000000ps1SAAQ,005b0000000L061AAC,FALSE,STEP Diploma in Tax and Estate Planning (England and Wales),GBP,1494933574000,005b0000000L061AAC,1494933574000,005b0000000L061AAC,1516379058000,,,,a39b00000008fYRAAY,CLT International,5
a41b0000000PJMrAAO,005b00000024A7xAAE,FALSE,ICT-International Advanced Certificate in Compliance,GBP,1449158771000,005b00000024A7xAAE,1449158771000,005b00000024A7xAAE,1462906199000,,,,a39b00000008hMSAAY,ICT,1
a410X000000wnlRQAQ,005b0000000L1KUAA0,FALSE,ICA End Point Assessments,GBP,1537429281000,005b0000000L1KUAA0,1574353641000,0050X000008uoG9QAI,1574353641000,,,,a39b0000000TdnzAAC,ICA,1
a410X000001ERObQAO,0050X000008uoG9QAI,FALSE,ICA Advanced Certificate in Managing Fraud,GBP,1586184453000,0050X000008uoG9QAI,1586184453000,0050X000008uoG9QAI,1586184453000,,,,a39b0000000Tdo9AAC,ICTA,1
a410X000001Um21QAC,0050X000008uoG9QAI,FALSE,ICA Specialist Certificate in Financial Crime Risk and New Technology,GBP,1597843321000,0050X000008uoG9QAI,1597843321000,0050X000008uoG9QAI,1597843321000,,,,a39b00000008hMSAAY,ICT,1
a41b0000000PqvBAAS,005b0000000L061AAC,FALSE,ICA Specialist Certificate,GBP,1453242347000,005b0000000L061AAC,1479489205000,005b0000000L061AAC,1524706423000,,,,a39b00000008hMSAAY,ICT,20
a41b0000000TO6NAAW,005b0000000L061AAC,FALSE,STEP Diploma,GBP,1438871167000,005b00000024A7xAAE,1472564877000,005b0000000L061AAC,1525224793000,2016-02-05,,,a39b00000008fYRAAY,CLT International,6
a41b0000000ckTcAAI,005b0000000L061AAC,FALSE,ICA Certificate in Financial Crime Prevention..,GBP,1469613816000,005b0000000L061AAC,1469613816000,005b0000000L061AAC,1469726161000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000cmemAAA,005b0000000L061AAC,FALSE,ICA Foundation Certificate in Regulatory Compliance,GBP,1473773640000,005b0000000L061AAC,1473773641000,005b0000000L061AAC,1473872666000,,,,a39b00000008hMSAAY,ICT,1
a41b0000000kAQ3AAM,005b0000000L061AAC,FALSE,ICA Advanced Certificate in Managing Fraud,GBP,1455125308000,005b0000000L061AAC,1455125370000,005b0000000L061AAC,1519871585000,,,,a39b00000008hMSAAY,ICT,1
a41b0000000kLmvAAE,005b0000000L061AAC,FALSE,Instructus,GBP,1458060507000,005b0000000L061AAC,1458060507000,005b0000000L061AAC,1521255839000,,,,a39b0000000kB4WAAU,Central Law Training (Paralegal),50
a41b00000009jo0AAA,005b0000000L05NAAS,FALSE,ICA Certificate,GBP,1488891181000,005b0000000L05NAAS,1488891182000,005b0000000L05NAAS,1527261328000,,,,a39b00000008hMSAAY,ICT,20
a410X000001UmtRQAS,0050X000008uoG9QAI,FALSE,ICA Specialist Certificate in Financial Crime Risk and New Technology,GBP,1599054589000,0050X000008uoG9QAI,1599054589000,0050X000008uoG9QAI,1599054589000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UnQxAAK,0050X000008uoG9QAI,FALSE,ICA Diploma in Regulatory Compliance Module 2 (Core),GBP,1600700793000,0050X000008uoG9QAI,1600700793000,0050X000008uoG9QAI,1600700793000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000PJNBAA4,005b00000024A7xAAE,FALSE,SQLICD-Certificate in Compliance (UK),USD,1449158771000,005b00000024A7xAAE,1449158771000,005b00000024A7xAAE,1449158771000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000PJNDAA4,005b00000024A7xAAE,FALSE,ICA International Advanced Certificate in Compliance,USD,1449158771000,005b00000024A7xAAE,1453393030000,005b0000000L061AAC,1526693602000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000PJNFAA4,005b00000024A7xAAE,FALSE,ICA Certificate in Financial Crime,USD,1449158771000,005b00000024A7xAAE,1453726605000,005b0000000L061AAC,1479552961000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000PJNKAA4,005b00000024A7xAAE,FALSE,"ICA International Diploma in Governance, Risk and Compliance",USD,1449158771000,005b00000024A7xAAE,1453216296000,005b0000000L061AAC,1527178901000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000PJNQAA4,005b00000024A7xAAE,FALSE,Certification in Regulatory Compliance,SGD,1449158771000,005b00000024A7xAAE,1486037302000,005b0000000L1KUAA0,1520217083000,,,,a39b0000000Tdo9AAC,ICTA,1
a410X000000LlLfQAK,005b0000002eGGJAA2,FALSE,Professional Regulatory Skills,GBP,1556285104000,005b0000002eGGJAA2,1556285104000,005b0000002eGGJAA2,1556285104000,,,,a39b0000000HoE0AAK,Bond Solon,1
a410X000000gT2KQAU,0050X000008uoG9QAI,FALSE,ICA Advanced Certificate in Practical Customer Due Diligence,GBP,1592400511000,0050X000008uoG9QAI,1592400511000,0050X000008uoG9QAI,1592400511000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a410X000000kQEMQA2,005b0000005tEONAA2,FALSE,ICA Diploma in Financial Crime Prevention - Recertification,GBP,1516199007000,005b0000005tEONAA2,1516199007000,005b0000005tEONAA2,1524276232000,,,,a39b00000008hMSAAY,ICT,9
a410X000000tBO1QAM,005b0000000L1KUAA0,FALSE,CIPFA,GBP,1512397717000,005b0000000L1KUAA0,1512397717000,005b0000000L1KUAA0,1516847727000,,,,a39b0000000HoE0AAK,Bond Solon,10
a410X000000tBO6QAM,005b0000000L1KUAA0,FALSE,Professional Award in Complaints Handling and Investigations,GBP,1512397732000,005b0000000L1KUAA0,1512397732000,005b0000000L1KUAA0,1520006969000,,,,a39b0000000HoE0AAK,Bond Solon,10
a410X000000tTqFQAU,005b0000002eGGJAA2,FALSE,"ICA Diploma in Governance, Risk and Compliance",GBP,1551357781000,005b0000002eGGJAA2,1551357781000,005b0000002eGGJAA2,1551357781000,,,,a390X000000ouSfQAI,ICA Hong Kong,1
a410X000000tTqZQAU,005b0000002eGGJAA2,FALSE,ICA Certificate in Anti Money Laundering,GBP,1551455374000,005b0000002eGGJAA2,1551455374000,005b0000002eGGJAA2,1551455374000,,,,a390X00000017pRQAQ,ICTA Malaysia,1
a410X000000tTvoQAE,0050X000008U8PoQAK,FALSE,ICA Specialist Certificate in Money Laundering Risk in New Technology,GBP,1553178923000,0050X000008U8PoQAK,1581072939000,005b0000000LhV1AAK,1581072939000,,,,a39b00000008hMSAAY,ICT,1
a410X000000tTyYQAU,005b0000002eGGJAA2,FALSE,Certified Professional in Financial Crime Compliance,GBP,1553611668000,005b0000002eGGJAA2,1555495720000,005b0000002eGGJAA2,1555495720000,,,,a390X00000017pRQAQ,ICTA Malaysia,1
a410X000000wnOrQAI,005b0000000L1KUAA0,FALSE,ICA International Diploma in Regulatory Compliance,GBP,1526909791000,005b0000000L1KUAA0,1526909791000,005b0000000L1KUAA0,1526952824000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a410X000000wnd8QAA,005b0000000L1KUAA0,FALSE,ICA HSBC Certificate in Trade Based Financial Crime Compliance,GBP,1534241526000,005b0000000L1KUAA0,1534241526000,005b0000000L1KUAA0,1534241526000,,,,a39b00000008hMSAAY,ICT,1
a410X000000wniwQAA,005b0000000L1KUAA0,FALSE,Certificate in Fund Administration,GBP,1536061988000,005b0000000L1KUAA0,1536061989000,005b0000000L1KUAA0,1536061989000,,,,a39b00000008fYRAAY,CLT International,1
a410X000000wo0bQAA,005b0000000L1KUAA0,FALSE,The Financial Crime Control Professionals Masterclass,GBP,1547198498000,005b0000000L1KUAA0,1547198498000,005b0000000L1KUAA0,1547198498000,,,,a39b00000008hMSAAY,ICT,1
a410X0000015stGQAQ,005b0000000L1KUAA0,FALSE,Certification in Anti Money Laundering and Counter Financing of Terrorism,GBP,1562228044000,005b0000000L1KUAA0,1562228044000,005b0000000L1KUAA0,1562228044000,,,,a390X00000017pRQAQ,ICTA Malaysia,1
a410X0000015t3kQAA,0050X000008WJKzQAO,FALSE,ICPAC - ICA Certificate in Financial Crime Compliance,GBP,1568020293000,0050X000008WJKzQAO,1568020293000,0050X000008WJKzQAO,1568020293000,,,,a39b00000008hMSAAY,ICT,1
a410X000001ERJWQA4,0050X000008U8PoQAK,FALSE,ICA Certificate in KYC & CDD,GBP,1581696602000,0050X000008U8PoQAK,1581697863000,0050X000008U8PoQAK,1581697863000,,,,a39b00000008igkAAA,La Touche Training,1
a410X000001EROgQAO,0050X000008uoG9QAI,FALSE,ICA International Advanced Certificate in Anti Money Laundering,GBP,1586257715000,0050X000008uoG9QAI,1586257715000,0050X000008uoG9QAI,1586257715000,,,,a39b0000000Tdo9AAC,ICTA,1
a410X000001ERPFQA4,0050X000008uoG9QAI,FALSE,ICA Advanced Certificate in Practical Customer Due Diligence,GBP,1586342062000,0050X000008uoG9QAI,1586342062000,0050X000008uoG9QAI,1586342062000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000PJNVAA4,005b00000024A7xAAE,FALSE,SQLSNG-ICA Certificated Anti Money Laundering Awareness Training,SGD,1449158771000,005b00000024A7xAAE,1453175641000,005b0000000L061AAC,1490813820000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000PJNWAA4,005b00000024A7xAAE,FALSE,ICA Diploma in Anti Money Laundering/Counter Financing Terrorism (AML/CFT),SGD,1449158771000,005b00000024A7xAAE,1453197812000,005b0000000L061AAC,1521735113000,,,,a39b0000000Tdo9AAC,ICTA,5
a41b0000000TO6LAAW,005b0000000L061AAC,FALSE,Funds,GBP,1438871167000,005b00000024A7xAAE,1456762636000,005b0000000L061AAC,1518834807000,,,,a39b00000008fYRAAY,CLT International,5
a41b0000000TO6MAAW,005b0000000L061AAC,FALSE,STEP Certificate,GBP,1438871167000,005b00000024A7xAAE,1473419582000,005b0000000L061AAC,1519785214000,,,,a39b00000008fYRAAY,CLT International,10
a41b0000000ciqwAAA,005b0000000L061AAC,FALSE,STEP Certificate in Anti Money Laundering,GBP,1467372377000,005b0000000L061AAC,1467372590000,005b0000000L061AAC,1490427925000,,,,a39b00000008fYRAAY,CLT International,2
a41b0000000ckULAAY,005b0000000L061AAC,FALSE,ICA International Diploma In Anti Money Laundering,GBP,1469633231000,005b0000000L061AAC,1539945981000,005b0000000LhTLAA0,1539945981000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000cmdyAAA,005b0000000L061AAC,FALSE,ICA Advanced Certificate in Business Compliance,GBP,1473411040000,005b0000000L061AAC,1539876182000,005b0000000LhTLAA0,1539876182000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000g3neAAA,005b0000000L061AAC,FALSE,STEP Professional Postgraduate Diploma in Private Wealth Advising,GBP,1461849251000,005b0000000L061AAC,1461849251000,005b0000000L061AAC,1509184164000,,,,a39b00000008fYRAAY,CLT International,5
a41b0000000g6FPAAY,005b0000000L061AAC,FALSE,ICA Certificate in KYC & CDD,GBP,1471863463000,005b0000000L061AAC,1471863463000,005b0000000L061AAC,1527261328000,,,,a39b00000008hMSAAY,ICT,1
a41b0000000kAQ8AAM,005b0000000L061AAC,FALSE,ICA Advanced Certificate in Legal Compliance,GBP,1455125323000,005b0000000L061AAC,1455125363000,005b0000000L061AAC,1492844970000,,,,a39b00000008hMSAAY,ICT,1
a41b0000000kFWKAA2,005b0000000L061AAC,FALSE,Advanced Certification in Regulatory Compliance,GBP,1456416234000,005b0000000L061AAC,1456416234000,005b0000000L061AAC,1523583220000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000kJxJAAU,005b00000024A7xAAE,FALSE,BTEC Paralegal Award Programme,GBP,1457521435000,005b00000024A7xAAE,1457531302000,005b0000000L1KUAA0,1481941533000,,,,a39b00000008jmnAAA,CLT Scotland,50
a41b0000000kJxKAAU,005b00000024A7xAAE,FALSE,University of Strathclyde,GBP,1457521435000,005b00000024A7xAAE,1457729992000,005b0000000L061AAC,1521255839000,,,,a39b00000008jmnAAA,CLT Scotland,50
a41b0000000kJxOAAU,005b0000000L061AAC,FALSE,ICA Specialist Certificate,GBP,1457546018000,005b0000000L061AAC,1553869214000,005b0000002eGGJAA2,1553869214000,,,,a39b0000000Tdo4AAC,ICT Middle East,9
a41b0000000kP8wAAE,005b0000000L061AAC,FALSE,STEP Diploma in International Trust Management,GBP,1460293409000,005b0000000L061AAC,1460293409000,005b0000000L061AAC,1524534647000,,,,a39b00000008fYRAAY,CLT International,4
a41b0000000kP91AAE,005b0000000L061AAC,FALSE,STEP Diploma in International Trust Management - DL+,GBP,1460293420000,005b0000000L061AAC,1460293420000,005b0000000L061AAC,1516379058000,,,,a39b00000008fYRAAY,CLT International,4
a4167000000f0duAAA,0050X00000A7cf7QAB,FALSE,STEP Professional Postgraduate Diploma in Private Wealth Advice,GBP,1621334518000,0050X00000A7cf7QAB,1621334519000,0050X00000A7cf7QAB,1621334519000,,,,a39b00000008fYRAAY,CLT International,1
a4167000000f0dzAAA,0050X000008uoG9QAI,FALSE,"ICA Professional Postgraduate Dip in Governance, Risk & Compliance",GBP,1621423246000,0050X000008uoG9QAI,1621423247000,0050X000008uoG9QAI,1621423247000,,,,a39b00000008igkAAA,La Touche Training,1
a4167000001UnR2AAK,0050X000008uoG9QAI,FALSE,ICA Diploma in Regulatory Compliance Module 3 (Core),GBP,1600702510000,0050X000008uoG9QAI,1600702510000,0050X000008uoG9QAI,1600702510000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UnR7AAK,0050X000008uoG9QAI,FALSE,ICA Diploma in Regulatory Compliance Module 4 (Specialist),GBP,1600771868000,0050X000008uoG9QAI,1600771869000,0050X000008uoG9QAI,1600771869000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UnRCAA0,0050X000008uoG9QAI,FALSE,ICA Diploma in Regulatory Compliance Module 5 (Core),GBP,1600772475000,0050X000008uoG9QAI,1600772475000,0050X000008uoG9QAI,1600772475000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UnRHAA0,0050X000008uoG9QAI,FALSE,ICA Diploma in Regulatory Compliance Module 6 (Core),GBP,1600775241000,0050X000008uoG9QAI,1600775241000,0050X000008uoG9QAI,1600775241000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UnqYAAS,0050X000008uoG9QAI,FALSE,ICA Certificate in Managing Sanctions Risk,GBP,1601462091000,0050X000008uoG9QAI,1601462091000,0050X000008uoG9QAI,1601462091000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UpIPAA0,0050X000008uoG9QAI,FALSE,ICA Advanced Certificate in Business Compliance,GBP,1603360581000,0050X000008uoG9QAI,1603360581000,0050X000008uoG9QAI,1603360581000,,,,a39b00000008igkAAA,La Touche Training,1
a4167000001UpYMAA0,0050X000008uoG9QAI,FALSE,ICA Specialist Certificate in Financial Crime Risk in Global Banking and Markets,GBP,1604062656000,0050X000008uoG9QAI,1604062656000,0050X000008uoG9QAI,1604062656000,,,,a39b00000008igkAAA,La Touche Training,1
a4167000001UrzMAAS,0050X000008uoG9QAI,FALSE,ICA Diploma in Financial Crime Compliance Module 2 (Core),GBP,1605875576000,0050X000008uoG9QAI,1605875576000,0050X000008uoG9QAI,1605875576000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UrzRAAS,0050X000008uoG9QAI,FALSE,ICA Diploma in Financial Crime Compliance Module 3 (Core),GBP,1605876577000,0050X000008uoG9QAI,1605876577000,0050X000008uoG9QAI,1605876577000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UrzWAAS,0050X000008uoG9QAI,FALSE,ICA Diploma in Financial Crime Compliance Module 4 (Specialist),GBP,1605883504000,0050X000008uoG9QAI,1605883504000,0050X000008uoG9QAI,1605883504000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UrzgAAC,0050X000008uoG9QAI,FALSE,ICA Diploma in Financial Crime Compliance Module 6 (Core),GBP,1605884210000,0050X000008uoG9QAI,1605884210000,0050X000008uoG9QAI,1605884210000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UtUUAA0,0050X000008uoG9QAI,FALSE,"ICA Professional Postgraduate Diploma in Governance, Risk & Compliance",GBP,1607442072000,0050X000008uoG9QAI,1607442072000,0050X000008uoG9QAI,1607442072000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a4167000001Vbs2AAC,0050X000008uoG9QAI,FALSE,ICA Certificate in Financial Crime Risk Management Through the Client Lifecycle,GBP,1612521867000,0050X000008uoG9QAI,1612521867000,0050X000008uoG9QAI,1612521867000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000002RNubAAG,0050X00000A7cf7QAB,FALSE,STEP Adv Cert in Trusts Law and Practice (International),GBP,1622543449000,0050X00000A7cf7QAB,1622716719000,0050X00000A7cf7QAB,1622716719000,,,,a390X000000ouSkQAI,CLT International Hong Kong,1
a4167000002RXLTAA4,0050X00000A7cf7QAB,FALSE,STEP Adv Cert in Trustees’ Duties: Investment and Management of the Trust Fund,GBP,1622730688000,0050X00000A7cf7QAB,1622730688000,0050X00000A7cf7QAB,1622730688000,,,,a39b00000008fYRAAY,CLT International,1
a4167000002RXLYAA4,0050X00000A7cf7QAB,FALSE,"STEP Adv Cert in Principles of International Taxation, AML and Compliance",GBP,1622731425000,0050X00000A7cf7QAB,1622731425000,0050X00000A7cf7QAB,1622731425000,,,,a39b00000008fYRAAY,CLT International,1
a41b0000000kP96AAE,005b0000000L061AAC,FALSE,STEP Diploma for Accountants and Tax Practitioners (Trusts and Estates),GBP,1460293448000,005b0000000L061AAC,1460293448000,005b0000000L061AAC,1511404348000,,,,a39b00000008fYRAAY,CLT International,1
a41b0000000pryyAAA,005b0000000L061AAC,FALSE,"ICA Professional Postgraduate Diploma in Governance, Risk and Compliance",GBP,1494578238000,005b0000000L061AAC,1494578238000,005b0000000L061AAC,1528248833000,,,,a39b0000000Tdo9AAC,ICTA,7
a41b0000000ps1XAAQ,005b0000000L061AAC,FALSE,STEP Diploma in Advising Vulnerable Clients (England and Wales),GBP,1494933783000,005b0000000L061AAC,1494933783000,005b0000000L061AAC,1516379058000,,,,a39b00000008fYRAAY,CLT International,5
a41b0000000pysNAAQ,005b0000000L061AAC,FALSE,ICA Certificate,GBP,1498641475000,005b0000000L061AAC,1498641476000,005b0000000L061AAC,1507148933000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000q0TiAAI,005b0000002eGGJAA2,FALSE,ICA Advanced Certificate in Managing Sanctions Risk,GBP,1499935620000,005b0000002eGGJAA2,1499935620000,005b0000002eGGJAA2,1499935620000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a41b0000000q1NXAAY,005b0000000L061AAC,FALSE,"ICA Certificate in Ethics, Rules and Regulations",GBP,1501834745000,005b0000000L061AAC,1501834745000,005b0000000L061AAC,1510356381000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000q1rxAAA,005b0000000L061AAC,FALSE,ICA Certificate in Compliance,GBP,1504037492000,005b0000000L061AAC,1504037492000,005b0000000L061AAC,1504037492000,,,,a39b0000000Tdo9AAC,ICTA,1
a417Z000000PKSOQA4,0057Z000008POQBQA4,FALSE,ICTA Masterclass – Anti-Bribery and Corruption (IH),GBP,1629714270000,0057Z000008POQBQA4,1629714270000,0057Z000008POQBQA4,1629714270000,,,,a39b0000000Tdo9AAC,ICTA,1
a41b0000000PJNTAA4,005b00000024A7xAAE,FALSE,"ICA Graduate Diploma in Governance, Risk and Compliance",SGD,1449158771000,005b00000024A7xAAE,1453435172000,005b0000000L061AAC,1521858816000,,,,a39b0000000Tdo9AAC,ICTA,1
a410X000001Um26QAC,0050X000008uoG9QAI,FALSE,ICA Specialist Certificate in Financial Crime Risk and New Technology,GBP,1597844511000,0050X000008uoG9QAI,1597844512000,0050X000008uoG9QAI,1597844512000,,,,a39b0000000Tdo4AAC,ICT Middle East,1
a4167000001UrzCAAS,0050X000008uoG9QAI,FALSE,ICA Diploma in Financial Crime Compliance Module 1 (Specialist),GBP,1605873555000,0050X000008uoG9QAI,1605873555000,0050X000008uoG9QAI,1605873555000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000000AH3cAAG,0050X00000A7cf7QAB,FALSE,ICA Specialist Certificate in Money Laundering Risk in Correspondent Banking(IH),GBP,1627645922000,0050X00000A7cf7QAB,1627645922000,0050X00000A7cf7QAB,1627645922000,,,,a39b0000000Tdo9AAC,ICTA,1
a4167000001UtT2AAK,0050X000008uoG9QAI,FALSE,"ICA International Diploma in Governance, Risk and Compliance",GBP,1607338485000,0050X000008uoG9QAI,1607338485000,0050X000008uoG9QAI,1607338485000,,,,a39b00000008hMSAAY,ICT,1
a410X0000015sscQAA,005b0000000L1KUAA0,FALSE,Advanced Certification in Regulatory Compliance,GBP,1561457555000,005b0000000L1KUAA0,1561457556000,005b0000000L1KUAA0,1561457556000,,,,a390X00000017pRQAQ,ICTA Malaysia,5
a41b0000000PijtAAC,005b0000000L061AAC,FALSE,ICA Advanced Certificate in Business Compliance,GBP,1452688433000,005b0000000L061AAC,1452688433000,005b0000000L061AAC,1523027335000,,,,a39b00000008hMSAAY,ICT,1
