,table_name,schema_name,column_name,data_type,null?,default,kind,expression,comment,database_name,autoincrement
0,LOGBOOK,CONFIG,LOGBOOKID,"{""type"":""FIXED"",""precision"":38,""scale"":0,""nullable"":false}",NOT_NULL,,COLUMN,,,SALESFORCE,IDENTITY START 1 INCREMENT 1
1,LOGBOOK,CONFIG,LOADID,"{""type"":""TEXT"",""length"":250,""byteLength"":1000,""nullable"":true,""fixed"":false}",true,,COLUMN,,,SALESFORCE,
2,LOGBOOK,CONFIG,LOADDATE,"{""type"":""TIMESTAMP_NTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,COLUMN,,,SALESFORCE,
3,LOGBOOK,CONFIG,TABLENAME,"{""type"":""TEXT"",""length"":250,""byteLength"":1000,""nullable"":true,""fixed"":false}",true,,COLUMN,,,SALESFORCE,
4,LOGBOOK,CONFIG,RAWROWCOUNT,"{""type"":""FIXED"",""precision"":38,""scale"":0,""nullable"":true}",true,,COLUMN,,,SALESFORCE,
5,LOGBOOK,CONFIG,INSERTED,"{""type"":""FIXED"",""precision"":38,""scale"":0,""nullable"":true}",true,,COLUMN,,,SALESFORCE,
6,LOGBOOK,CONFIG,UPDATED,"{""type"":""FIXED"",""precision"":38,""scale"":0,""nullable"":true}",true,,COLUMN,,,SALESFORCE,
7,LOGBOOK,CONFIG,MESSAGES,"{""type"":""TEXT"",""length"":4000,""byteLength"":16000,""nullable"":true,""fixed"":false}",true,,COLUMN,,,SALESFORCE,
8,APPLICABLE_ROLES,INFORMATION_SCHEMA,GRANTEE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Role or user to whom the privilege is granted,SALESFORCE,
9,APPLICABLE_ROLES,INFORMATION_SCHEMA,ROLE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role,SALESFORCE,
10,APPLICABLE_ROLES,INFORMATION_SCHEMA,ROLE_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Owner of the role,SALESFORCE,
11,APPLICABLE_ROLES,INFORMATION_SCHEMA,IS_GRANTABLE,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether this role can be granted to others,SALESFORCE,
12,COLUMNS,INFORMATION_SCHEMA,TABLE_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Database that the table belongs to,SALESFORCE,
13,COLUMNS,INFORMATION_SCHEMA,TABLE_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Schema that the table belongs to,SALESFORCE,
14,COLUMNS,INFORMATION_SCHEMA,TABLE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Table that the column belongs to,SALESFORCE,
15,COLUMNS,INFORMATION_SCHEMA,COLUMN_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the column,SALESFORCE,
16,COLUMNS,INFORMATION_SCHEMA,ORDINAL_POSITION,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Ordinal position of the column in the table,SALESFORCE,
17,COLUMNS,INFORMATION_SCHEMA,COLUMN_DEFAULT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Default value of the column,SALESFORCE,
18,COLUMNS,INFORMATION_SCHEMA,IS_NULLABLE,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,"'YES' if the column may contain NULL, 'NO' otherwise",SALESFORCE,
19,COLUMNS,INFORMATION_SCHEMA,DATA_TYPE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Data type of the column,SALESFORCE,
20,COLUMNS,INFORMATION_SCHEMA,CHARACTER_MAXIMUM_LENGTH,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Maximum length in characters of string columns,SALESFORCE,
21,COLUMNS,INFORMATION_SCHEMA,CHARACTER_OCTET_LENGTH,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Maximum length in bytes of string columns,SALESFORCE,
22,COLUMNS,INFORMATION_SCHEMA,NUMERIC_PRECISION,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Numeric precision of numeric columns,SALESFORCE,
23,COLUMNS,INFORMATION_SCHEMA,NUMERIC_PRECISION_RADIX,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Radix of precision of numeric columns,SALESFORCE,
24,COLUMNS,INFORMATION_SCHEMA,NUMERIC_SCALE,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Scale of numeric columns,SALESFORCE,
25,COLUMNS,INFORMATION_SCHEMA,DATETIME_PRECISION,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
26,COLUMNS,INFORMATION_SCHEMA,INTERVAL_TYPE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
27,COLUMNS,INFORMATION_SCHEMA,INTERVAL_PRECISION,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
28,COLUMNS,INFORMATION_SCHEMA,CHARACTER_SET_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
29,COLUMNS,INFORMATION_SCHEMA,CHARACTER_SET_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
30,COLUMNS,INFORMATION_SCHEMA,CHARACTER_SET_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
31,COLUMNS,INFORMATION_SCHEMA,COLLATION_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
32,COLUMNS,INFORMATION_SCHEMA,COLLATION_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
33,COLUMNS,INFORMATION_SCHEMA,COLLATION_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,"The name of collation, if present",SALESFORCE,
34,COLUMNS,INFORMATION_SCHEMA,DOMAIN_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
35,COLUMNS,INFORMATION_SCHEMA,DOMAIN_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
36,COLUMNS,INFORMATION_SCHEMA,DOMAIN_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
37,COLUMNS,INFORMATION_SCHEMA,UDT_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
38,COLUMNS,INFORMATION_SCHEMA,UDT_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
39,COLUMNS,INFORMATION_SCHEMA,UDT_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
40,COLUMNS,INFORMATION_SCHEMA,SCOPE_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
41,COLUMNS,INFORMATION_SCHEMA,SCOPE_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
42,COLUMNS,INFORMATION_SCHEMA,SCOPE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
43,COLUMNS,INFORMATION_SCHEMA,MAXIMUM_CARDINALITY,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
44,COLUMNS,INFORMATION_SCHEMA,DTD_IDENTIFIER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
45,COLUMNS,INFORMATION_SCHEMA,IS_SELF_REFERENCING,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
46,COLUMNS,INFORMATION_SCHEMA,IS_IDENTITY,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether this column is an identity column,SALESFORCE,
47,COLUMNS,INFORMATION_SCHEMA,IDENTITY_GENERATION,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether an identity column's value is always generated or only generated by default.  Snowflake only supports BY DEFAULT,SALESFORCE,
48,COLUMNS,INFORMATION_SCHEMA,IDENTITY_START,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
49,COLUMNS,INFORMATION_SCHEMA,IDENTITY_INCREMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
50,COLUMNS,INFORMATION_SCHEMA,IDENTITY_MAXIMUM,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
51,COLUMNS,INFORMATION_SCHEMA,IDENTITY_MINIMUM,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Not applicable for Snowflake.,SALESFORCE,
52,COLUMNS,INFORMATION_SCHEMA,IDENTITY_CYCLE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether the value of an identity column may cycle.  Snowflake only supports NO CYCLE.,SALESFORCE,
53,COLUMNS,INFORMATION_SCHEMA,COMMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Comment for this column,SALESFORCE,
54,DATABASES,INFORMATION_SCHEMA,DATABASE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the database,SALESFORCE,
55,DATABASES,INFORMATION_SCHEMA,DATABASE_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role that owns the schema,SALESFORCE,
56,DATABASES,INFORMATION_SCHEMA,IS_TRANSIENT,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether this is a transient table,SALESFORCE,
57,DATABASES,INFORMATION_SCHEMA,COMMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Comment for this database,SALESFORCE,
58,DATABASES,INFORMATION_SCHEMA,CREATED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Creation time of the database,SALESFORCE,
59,DATABASES,INFORMATION_SCHEMA,LAST_ALTERED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Last altered time of the database,SALESFORCE,
60,DATABASES,INFORMATION_SCHEMA,RETENTION_TIME,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Number of days that historical data is retained for Time Travel,SALESFORCE,
61,ENABLED_ROLES,INFORMATION_SCHEMA,ROLE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role,SALESFORCE,
62,ENABLED_ROLES,INFORMATION_SCHEMA,ROLE_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Owner of the role,SALESFORCE,
63,EXTERNAL_TABLES,INFORMATION_SCHEMA,TABLE_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Database that the external table belongs to,SALESFORCE,
64,EXTERNAL_TABLES,INFORMATION_SCHEMA,TABLE_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Schema that the external table belongs to,SALESFORCE,
65,EXTERNAL_TABLES,INFORMATION_SCHEMA,TABLE_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the external table,SALESFORCE,
66,EXTERNAL_TABLES,INFORMATION_SCHEMA,TABLE_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role that owns the external table,SALESFORCE,
67,EXTERNAL_TABLES,INFORMATION_SCHEMA,CREATED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Creation time of the external table,SALESFORCE,
68,EXTERNAL_TABLES,INFORMATION_SCHEMA,LAST_ALTERED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Last altered time of the external table,SALESFORCE,
69,EXTERNAL_TABLES,INFORMATION_SCHEMA,COMMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Comment for this external table,SALESFORCE,
70,EXTERNAL_TABLES,INFORMATION_SCHEMA,LOCATION,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Location of the external table,SALESFORCE,
71,EXTERNAL_TABLES,INFORMATION_SCHEMA,FILE_FORMAT_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,File format name (if there is one) of the external table,SALESFORCE,
72,EXTERNAL_TABLES,INFORMATION_SCHEMA,FILE_FORMAT_TYPE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,File format type (if not named) of the external table,SALESFORCE,
73,FILE_FORMATS,INFORMATION_SCHEMA,FILE_FORMAT_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Database that the file format belongs to,SALESFORCE,
74,FILE_FORMATS,INFORMATION_SCHEMA,FILE_FORMAT_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Schema that the file format belongs to,SALESFORCE,
75,FILE_FORMATS,INFORMATION_SCHEMA,FILE_FORMAT_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the file format,SALESFORCE,
76,FILE_FORMATS,INFORMATION_SCHEMA,FILE_FORMAT_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role that owns the file format,SALESFORCE,
77,FILE_FORMATS,INFORMATION_SCHEMA,FILE_FORMAT_TYPE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Type of the file format,SALESFORCE,
78,FILE_FORMATS,INFORMATION_SCHEMA,RECORD_DELIMITER,"{""type"":""TEXT"",""length"":1,""byteLength"":4,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Character that separates records,SALESFORCE,
79,FILE_FORMATS,INFORMATION_SCHEMA,FIELD_DELIMITER,"{""type"":""TEXT"",""length"":1,""byteLength"":4,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Character that separates fields,SALESFORCE,
80,FILE_FORMATS,INFORMATION_SCHEMA,SKIP_HEADER,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Number of lines skipped at the start of the file,SALESFORCE,
81,FILE_FORMATS,INFORMATION_SCHEMA,DATE_FORMAT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Date format,SALESFORCE,
82,FILE_FORMATS,INFORMATION_SCHEMA,TIME_FORMAT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Time format,SALESFORCE,
83,FILE_FORMATS,INFORMATION_SCHEMA,TIMESTAMP_FORMAT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Timestamp format,SALESFORCE,
84,FILE_FORMATS,INFORMATION_SCHEMA,BINARY_FORMAT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Binary format,SALESFORCE,
85,FILE_FORMATS,INFORMATION_SCHEMA,ESCAPE,"{""type"":""TEXT"",""length"":1,""byteLength"":4,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,String used as the escape character for any field values,SALESFORCE,
86,FILE_FORMATS,INFORMATION_SCHEMA,ESCAPE_UNENCLOSED_FIELD,"{""type"":""TEXT"",""length"":1,""byteLength"":4,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,String used as the escape character for unenclosed field values,SALESFORCE,
87,FILE_FORMATS,INFORMATION_SCHEMA,TRIM_SPACE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether whitespace is removed from fields,SALESFORCE,
88,FILE_FORMATS,INFORMATION_SCHEMA,FIELD_OPTIONALLY_ENCLOSED_BY,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Character used to enclose strings,SALESFORCE,
89,FILE_FORMATS,INFORMATION_SCHEMA,NULL_IF,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,A list of strings to be replaced by null,SALESFORCE,
90,FILE_FORMATS,INFORMATION_SCHEMA,COMPRESSION,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Compression method for the data file,SALESFORCE,
91,FILE_FORMATS,INFORMATION_SCHEMA,ERROR_ON_COLUMN_COUNT_MISMATCH,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether to generate a parsing error if the number of fields in an input file does not match the number of columns in the corresponding table,SALESFORCE,
92,FILE_FORMATS,INFORMATION_SCHEMA,CREATED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Creation time of the file format,SALESFORCE,
93,FILE_FORMATS,INFORMATION_SCHEMA,LAST_ALTERED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Last altered time of the file format,SALESFORCE,
94,FILE_FORMATS,INFORMATION_SCHEMA,COMMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Comment for this file format,SALESFORCE,
95,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_CATALOG,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Database which the function belongs to,SALESFORCE,
96,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_SCHEMA,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Schema which the function belongs to,SALESFORCE,
97,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_NAME,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the function,SALESFORCE,
98,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_OWNER,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Name of the role that owns the function,SALESFORCE,
99,FUNCTIONS,INFORMATION_SCHEMA,ARGUMENT_SIGNATURE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Type signature of the function's arguments,SALESFORCE,
100,FUNCTIONS,INFORMATION_SCHEMA,DATA_TYPE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Return value data type,SALESFORCE,
101,FUNCTIONS,INFORMATION_SCHEMA,CHARACTER_MAXIMUM_LENGTH,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Maximum length in characters of string return value,SALESFORCE,
102,FUNCTIONS,INFORMATION_SCHEMA,CHARACTER_OCTET_LENGTH,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Maximum length in bytes of string return value,SALESFORCE,
103,FUNCTIONS,INFORMATION_SCHEMA,NUMERIC_PRECISION,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Numeric precision of numeric return value,SALESFORCE,
104,FUNCTIONS,INFORMATION_SCHEMA,NUMERIC_PRECISION_RADIX,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Radix of precision of numeric return value,SALESFORCE,
105,FUNCTIONS,INFORMATION_SCHEMA,NUMERIC_SCALE,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Scale of numeric return value,SALESFORCE,
106,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_LANGUAGE,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":false,""fixed"":false}",NOT_NULL,,VIEW_COLUMN,,Language of the function,SALESFORCE,
107,FUNCTIONS,INFORMATION_SCHEMA,FUNCTION_DEFINITION,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Function definition,SALESFORCE,
108,FUNCTIONS,INFORMATION_SCHEMA,VOLATILITY,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether the function is volatile or immutable,SALESFORCE,
109,FUNCTIONS,INFORMATION_SCHEMA,IS_NULL_CALL,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether the function is called on null input,SALESFORCE,
110,FUNCTIONS,INFORMATION_SCHEMA,IS_SECURE,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether this function is secure.,SALESFORCE,
111,FUNCTIONS,INFORMATION_SCHEMA,CREATED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Creation time of the function,SALESFORCE,
112,FUNCTIONS,INFORMATION_SCHEMA,LAST_ALTERED,"{""type"":""TIMESTAMP_LTZ"",""precision"":0,""scale"":9,""nullable"":true}",true,,VIEW_COLUMN,,Last altered time of the function,SALESFORCE,
113,FUNCTIONS,INFORMATION_SCHEMA,COMMENT,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Comment for this function,SALESFORCE,
114,FUNCTIONS,INFORMATION_SCHEMA,IS_EXTERNAL,"{""type"":""TEXT"",""length"":3,""byteLength"":12,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Whether this function is external,SALESFORCE,
115,FUNCTIONS,INFORMATION_SCHEMA,API_INTEGRATION,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Integration for this function,SALESFORCE,
116,FUNCTIONS,INFORMATION_SCHEMA,CONTEXT_HEADERS,"{""type"":""TEXT"",""length"":16777216,""byteLength"":16777216,""nullable"":true,""fixed"":false}",true,,VIEW_COLUMN,,Context headers for this function,SALESFORCE,
117,FUNCTIONS,INFORMATION_SCHEMA,MAX_BATCH_ROWS,"{""type"":""FIXED"",""precision"":9,""scale"":0,""nullable"":true}",true,,VIEW_COLUMN,,Max batch rows for this function,SALESFORCE,
