ID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,CONTACT__C,LA1__C,FEE__C
a420X000000E4PLQA0,FALSE,Kevin Jennings,GBP,1526570545000,005b0000000LhTMAA0,1526570565000,005b0000000LhTMAA0,1526570565000,,003b000001WgSk1AAF,a3Qb000000000tCEAQ,0
a420X000000E4PQQA0,FALSE,0.00,GBP,1526999129000,005b0000005RtZaAAK,1526999263000,005b0000005RtZaAAK,1527039303000,,0030X00002A8gopQAB,a3Qb000000000t6EAA,0
a420X000000E4PVQA0,FALSE,0.00,GBP,1526999163000,005b0000005RtZaAAK,1526999210000,005b0000005RtZaAAK,1527039303000,,0030X00002A8goGQAR,a3Qb000000000t6EAA,0
a420X000000E4PfQAK,FALSE,Half Day Fee,GBP,1527068605000,005b0000000LhjTAAS,1534329217000,005b0000000LhjTAAS,1534329217000,,0030X00002A9585QAB,a3Qb000000000tBEAQ,200
a420X000000E4PkQAK,FALSE,Speaker Fee,GBP,1527172362000,005b0000000LhTMAA0,1527172397000,005b0000000LhTMAA0,1527172397000,,003b00000140hAKAAY,a3Qb000000000tCEAQ,0
a420X000000E4PpQAK,FALSE,Full DAy,GBP,1528123489000,005b0000000LhjTAAS,1528124343000,005b0000000LhjTAAS,1528124343000,,0030X00002AwRXuQAN,a3Qb000000000tBEAQ,350
a420X000000E4PuQAK,FALSE,CLS On-site Invigilator,GBP,1528299670000,005b0000000LhkPAAS,1529063517000,005b0000000LhkPAAS,1529063517000,,003b000001ByDGTAA3,a3Qb000000000tHEAQ,0
a420X000000E4PzQAK,FALSE,Administrator,GBP,1528382352000,005b0000005qsd2AAA,1528382370000,005b0000005qsd2AAA,1528382370000,,0030X00002AxSSJQA3,a3Qb000000000t6EAA,0
a420X000000E4Q4QAK,FALSE,0.00,GBP,1528716309000,005b0000005RtZaAAK,1528716370000,005b0000005RtZaAAK,1528716370000,,0030X00002BGMCCQA5,a3Qb000000000t6EAA,0
a420X000000E4Q9QAK,FALSE,0.00,GBP,1528720696000,005b00000047AzjAAE,1528720722000,005b00000047AzjAAE,1528720722000,,003b0000017CksPAAS,a3Qb000000000t6EAA,0
a420X000000E4QEQA0,FALSE,CLS Conference Day,GBP,1528726361000,005b0000000LhkQAAS,1582831531000,005b0000000LhkRAAS,1582831531000,,003b000001ByCF4AAN,a3Qb000000000tHEAQ,500
a420X000000E4QJQA0,FALSE,Admin Fee - ICA,GBP,1528730064000,005b0000000LhV0AAK,1528730722000,005b0000000LhV0AAK,1528730722000,,003b000001gKo3nAAC,a3Qb000000000t6EAA,0
a420X000000E4QOQA0,FALSE,Admin Fee - ICA,GBP,1528730137000,005b0000000LhV0AAK,1528730137000,005b0000000LhV0AAK,1528730137000,,003b000001gKo3nAAC,a3Qb000000000tCEAQ,0
a420X000000E4QYQA0,FALSE,Invig Fee - ICA,GBP,1528731321000,005b0000000LhV0AAK,1528731396000,005b0000000LhV0AAK,1528731396000,,003b000001gKo3nAAC,a3Qb000000000t8EAA,0
a420X000000E4QnQAK,FALSE,0.00,GBP,1528733885000,005b0000005RtZaAAK,1528733915000,005b0000005RtZaAAK,1528733915000,,003b000001UwqEiAAJ,a3Qb000000000t6EAA,0
a420X000000E4QsQAK,FALSE,Zero,GBP,1528795689000,005b0000000LhjTAAS,1528795765000,005b0000000LhjTAAS,1528795765000,,0030X00002BGyrhQAD,a3Qb000000000tBEAQ,0
a420X000000E4QxQAK,FALSE,Admin Fee,GBP,1528814414000,005b0000000LhV0AAK,1528814414000,005b0000000LhV0AAK,1528814414000,,003b000001x0poPAAQ,a3Qb000000000t8EAA,0
a420X000000E4R2QAK,FALSE,0.00,GBP,1528879099000,005b0000005RtZaAAK,1528879134000,005b0000005RtZaAAK,1528879134000,,0030X00002BHiBTQA1,a3Qb000000000t6EAA,0
a420X000000E4RCQA0,FALSE,CLS On-site Invigilator,GBP,1529063543000,005b0000000LhkPAAS,1529063582000,005b0000000LhkPAAS,1529063582000,,003b000001cimkpAAA,a3Qb000000000tHEAQ,0
a420X000000E4RMQA0,FALSE,Admin Fee - ICT,GBP,1529313096000,005b0000000LhV0AAK,1529313201000,005b0000000LhV0AAK,1529313201000,,0030X00002BTIYtQAP,a3Qb000000000t6EAA,0
a420X000000E4UGQA0,FALSE,Admin Fee- Full Day,GBP,1529499863000,005b0000000LhkQAAS,1529499909000,005b0000000LhkQAAS,1529499909000,,003b000001K57pjAAB,a3Qb000000000tHEAQ,95
a420X000000E4ULQA0,FALSE,Admin Fee- Full Day,GBP,1529499991000,005b0000000LhkQAAS,1529500034000,005b0000000LhkQAAS,1529500034000,,0030X00002AwpBMQAZ,a3Qb000000000tHEAQ,40
a420X000000E4UVQA0,FALSE,CLS Half Day,GBP,1529921815000,005b0000000LhkQAAS,1581704528000,005b0000000LhkRAAS,1581704529000,,003b000000vFLhpAAG,a3Qb000000000tHEAQ,300
a420X000000E4UfQAK,FALSE,Admin Fee - ICA,GBP,1530002470000,005b0000000LhV0AAK,1530002560000,005b0000000LhV0AAK,1530002560000,,0030X00002C1mtpQAB,a3Qb000000000tCEAQ,0
a420X000000E4UuQAK,FALSE,Invigilator,GBP,1530097588000,005b0000001j1qsAAA,1530097608000,005b0000001j1qsAAA,1530097608000,,0030X00002C2bzVQAR,a3Qb000000000t6EAA,0
a420X000000E4VOQA0,FALSE,Standard Fee,EUR,1530262881000,005b0000000LhNEAA0,1530262958000,005b0000000LhNEAA0,1530262958000,,0030X00002CbUMkQAN,a3Qb000000000tIEAQ,450
a420X000000E4WCQA0,FALSE,Invigilator,GBP,1530609767000,005b0000001j1qsAAA,1530609786000,005b0000001j1qsAAA,1530609786000,,003b000001xyo25AAA,a3Qb000000000t6EAA,0
a420X000000E4WWQA0,FALSE,Invig Fee,GBP,1530798645000,005b0000000LhV2AAK,1530798770000,005b0000000LhV2AAK,1530798770000,,0030X00002D5Au4QAF,a3Qb000000000tCEAQ,90
a420X000000E4WlQAK,FALSE,CLT Ireland Speaker,GBP,1530873793000,005b0000002eGGJAA2,1530873811000,005b0000002eGGJAA2,1530873811000,,003b000001DR4REAA1,a3Qb0000000kA4eEAE,0
a420X000000E4X5QAK,FALSE,CLT Ireland Speaker,GBP,1531489107000,005b0000002eGGJAA2,1533222685000,005b0000002eGGJAA2,1533222685000,,003b000000u2RIPAA2,a3Qb0000000kA4eEAE,0
a420X000000E4YNQA0,FALSE,Dale Ross,GBP,1533206172000,005b0000000LhTBAA0,1539074802000,005b0000005hqWVAAY,1539074802000,,003b000001PsKu2AAF,a3Qb000000000t1EAA,0
a420X000000E4YSQA0,FALSE,Invigilator fee,GBP,1533218315000,005b0000000LhjvAAC,1538494020000,005b0000005hqWVAAY,1538494020000,,0030X00002CevJoQAJ,a3Qb000000000t1EAA,70
a420X000000E4YrQAK,FALSE,CLS Conference (Half Day),GBP,1533634348000,005b0000000LhkQAAS,1533634367000,005b0000000LhkQAAS,1533634367000,,003b000000vFK9nAAG,a3Qb000000000tHEAQ,50
a420X000000E4a4QAC,FALSE,CLS Conference (Half Day),GBP,1533717820000,005b0000000LhkQAAS,1565174118000,005b0000000LhkRAAS,1565174118000,,0030X00002EbukkQAB,a3Qb000000000tHEAQ,100
a420X000000E4aYQAS,FALSE,TTC Trainer,GBP,1533720438000,0050X000006oMCdQAM,1537961450000,005b0000000LhjTAAS,1537961450000,,0030X00002EbwJjQAJ,a3Qb000000000tBEAQ,450
a420X000000E4cAQAS,FALSE,TTC Trainer- Half Day,GBP,1533720878000,0050X000006oMCdQAM,1533720878000,0050X000006oMCdQAM,1533720878000,,0030X00002EbweDQAR,a3Qb000000000tBEAQ,0
a420X000000E4fEQAS,FALSE,Role Player Fee,GBP,1534845961000,005b0000000LhjTAAS,1534846033000,005b0000000LhjTAAS,1534846033000,,0030X00002F9SBoQAN,a3Qb000000000tBEAQ,250
a420X000000E4juQAC,FALSE,CLT Ireland Speaker,GBP,1538129719000,0050X000006oMCdQAM,1538382570000,0050X000006oMCdQAM,1538382570000,,0030X00002GqP3xQAF,a3Qb0000000kA4eEAE,0
a420X000000E4k9QAC,FALSE,ICTA Tutor,SGD,1538552482000,005b0000000LhNPAA0,1538552506000,005b0000000LhNPAA0,1538552506000,,0030X00002HITNxQAP,a3Qb000000000syEAA,0
a420X000000E4lvQAC,FALSE,0.00,GBP,1539786595000,005b0000005RtZaAAK,1539786624000,005b0000005RtZaAAK,1539786624000,,003b00000140hsSAAQ,a3Qb000000000t6EAA,0
a420X000000E4pdQAC,FALSE,ICA Speaker,GBP,1541506985000,005b0000000LhTMAA0,1541507004000,005b0000000LhTMAA0,1541507004000,,0030X00002J6fgYQAR,a3Qb000000000tCEAQ,0
a420X000000E4s8QAC,FALSE,Full Day,GBP,1542969973000,005b0000000LhjTAAS,1542970004000,005b0000000LhjTAAS,1542970004000,,0030X00002JtalLQAR,a3Qb000000000tBEAQ,700
a420X000000E4QiQAK,FALSE,0.00,GBP,1528732836000,005b0000005RtZaAAK,1528733809000,005b0000005RtZaAAK,1528733809000,,003b000001UwplHAAR,a3Qb000000000t6EAA,0
a420X000000E4RqQAK,FALSE,Invig Fee - CLI,GBP,1529325870000,005b0000000LhV0AAK,1529325886000,005b0000000LhV0AAK,1529325886000,,0030X000026q7yhQAA,a3Qb000000000t1EAA,70
a420X000000E4UBQA0,FALSE,CLS Admin - Full Day,GBP,1529499504000,005b0000000LhkQAAS,1540998229000,005b0000000LhkQAAS,1540998229000,,0030X000027xTLhQAM,a3Qb000000000tHEAQ,95
a420X000000E4VEQA0,FALSE,Internal Trainer - Daily Rate,EUR,1530261300000,005b0000000LhNEAA0,1564061840000,005b0000000LhNEAA0,1564061840000,,0030X00002CbT3SQAV,a3Qb000000000tIEAQ,450
a420X000000E4Y8QAK,FALSE,Invigilation,GBP,1532012642000,005b0000000LhV2AAK,1532012834000,005b0000000LhV2AAK,1532012834000,,0030X00002D8bewQAB,a3Qb000000000t6EAA,90
a420X000000E4YwQAK,FALSE,CLS Conference (Half Day),GBP,1533635264000,005b0000000LhkQAAS,1533636027000,005b0000000LhkQAAS,1533636027000,,0030X00002EbDvgQAF,a3Qb000000000tHEAQ,100
a420X000000E4ZGQA0,FALSE,CLS Conference (Half Day),GBP,1533642471000,005b0000000LhkQAAS,1533915213000,005b0000000LhkQAAS,1533915213000,,003b000001ByAujAAF,a3Qb000000000tHEAQ,100
a420X000000E4ZpQAK,FALSE,CLS Conference (Half Day),GBP,1533657625000,005b0000000LhkQAAS,1533657645000,005b0000000LhkQAAS,1533657645000,,003b000001ByCEzAAN,a3Qb000000000tHEAQ,100
a420X000000E4anQAC,FALSE,TTC Trainer- Half Day,GBP,1533720534000,0050X000006oMCdQAM,1533720534000,0050X000006oMCdQAM,1533720534000,,0030X00002EbwOjQAJ,a3Qb000000000tBEAQ,0
a420X000000E4bCQAS,FALSE,TTC Trainer,GBP,1533720660000,0050X000006oMCdQAM,1548928420000,005b0000000LhjTAAS,1548928420000,,0030X00002EbwVVQAZ,a3Qb000000000tBEAQ,0
a420X000000E4PaQAK,FALSE,Full Day,GBP,1527068574000,005b0000000LhjTAAS,1527070419000,005b0000000LhjTAAS,1527070419000,,0030X00002A9585QAB,a3Qb000000000tBEAQ,400
a420X000000E4R7QAK,FALSE,0.00,GBP,1528968199000,005b0000005RtZaAAK,1528968230000,005b0000005RtZaAAK,1528968230000,,0030X00002BIVI6QAP,a3Qb000000000t6EAA,0
a420X000000E4UzQAK,FALSE,0.00,GBP,1530114519000,005b0000005RtZaAAK,1530114546000,005b0000005RtZaAAK,1530114546000,,0030X00002C2p83QAB,a3Qb000000000t6EAA,0
a420X000000E4V4QAK,FALSE,0.00,GBP,1530198069000,005b0000005RtZaAAK,1530198069000,005b0000005RtZaAAK,1530198069000,,0030X00002C3UZUQA3,a3Qb000000000t6EAA,0
a420X000000E4VTQA0,FALSE,Admin Fee- Half Day,GBP,1530270646000,005b0000000LhkQAAS,1530270662000,005b0000000LhkQAAS,1530270662000,,0030X00002CbbAzQAJ,a3Qb000000000tHEAQ,40
a420X000000E4WRQA0,FALSE,Invigilator,GBP,1530694160000,005b0000000LhjvAAC,1530694160000,005b0000000LhjvAAC,1530694160000,,003b000000MgrGaAAJ,a3Qb000000000tCEAQ,70
a420X000000E4WbQAK,FALSE,Invig,GBP,1530798813000,005b0000000LhV2AAK,1530798884000,005b0000000LhV2AAK,1530798884000,,0030X00002D5Au4QAF,a3Qb000000000t6EAA,90
a420X000000E4XAQA0,FALSE,CLT Ireland Speaker,GBP,1531489564000,005b0000002eGGJAA2,1533222696000,005b0000002eGGJAA2,1533222696000,,0030X00002DNxvzQAD,a3Qb0000000kA4eEAE,0
a420X000000E4XFQA0,FALSE,CLT Ireland Speaker,GBP,1531489690000,005b0000002eGGJAA2,1533222704000,005b0000002eGGJAA2,1533222704000,,0030X00002DNy5BQAT,a3Qb0000000kA4eEAE,0
a420X000000E4YIQA0,FALSE,Stewart Dunbar,GBP,1533206093000,005b0000000LhTBAA0,1550071586000,005b0000000LhV0AAK,1550071586000,,003b000001ByDNcAAN,a3Qb000000000t1EAA,0
a420X000000E4ZaQAK,FALSE,CLS Conference (Half Day),GBP,1533655743000,005b0000000LhkQAAS,1596468851000,005b0000000LhkRAAS,1596468851000,,003b000001ByDBQAA3,a3Qb000000000tHEAQ,100
a420X000000E4ZkQAK,FALSE,CLS Conference (Half Day),GBP,1533656191000,005b0000000LhkQAAS,1533656215000,005b0000000LhkQAAS,1533656215000,,0030X00002EbVrrQAF,a3Qb000000000tHEAQ,100
a420X000000E4asQAC,FALSE,TTC Trainer,GBP,1533720567000,0050X000006oMCdQAM,1535645641000,005b0000000LhjTAAS,1535645641000,,0030X00002EbwP3QAJ,a3Qb000000000tBEAQ,0
a420X000000E4axQAC,FALSE,TTC Trainer- Half Day,GBP,1533720575000,0050X000006oMCdQAM,1533720575000,0050X000006oMCdQAM,1533720575000,,0030X00002EbwP3QAJ,a3Qb000000000tBEAQ,0
a420X000000E4b7QAC,FALSE,TTC Trainer- Half Day,GBP,1533720608000,0050X000006oMCdQAM,1534843157000,005b0000000LhjTAAS,1534843157000,,0030X00002EbwVQQAZ,a3Qb000000000tBEAQ,0
a420X000000E4c5QAC,FALSE,TTC Trainer,GBP,1533720870000,0050X000006oMCdQAM,1533720870000,0050X000006oMCdQAM,1533720870000,,0030X00002EbweDQAR,a3Qb000000000tBEAQ,0
a420X000000E4opQAC,FALSE,Sponsor,GBP,1541504528000,005b0000000LhTMAA0,1541504620000,005b0000000LhTMAA0,1541504620000,,0030X00002J6buqQAB,a3Qb000000000tCEAQ,0
a420X000000E4QdQAK,FALSE,0.00,GBP,1528732577000,005b0000005RtZaAAK,1528732615000,005b0000005RtZaAAK,1528732615000,,003b00000140laoAAA,a3Qb000000000t6EAA,0
a420X000000E4RvQAK,FALSE,Chief Invig Fee - CLI,GBP,1529326232000,005b0000000LhV0AAK,1529326256000,005b0000000LhV0AAK,1529326256000,,0030X00002961cLQAQ,a3Qb000000000t1EAA,90
a420X000000E4UQQA0,FALSE,Invigilator,GBP,1529660273000,005b0000001j1qsAAA,1529660306000,005b0000001j1qsAAA,1529660306000,,0030X00002BW6SvQAL,a3Qb000000000t6EAA,0
a420X000000E4UpQAK,FALSE,Loughlin Deegan,GBP,1530086990000,005b0000000L1KUAA0,1538383247000,0050X000006oMCdQAM,1538383247000,,0030X00002C2SmpQAF,a3Qb0000000kA4eEAE,0
a420X000000E4VJQA0,FALSE,Standard Fee,EUR,1530262297000,005b0000000LhNEAA0,1535024830000,0050X000006ovnZQAQ,1535024830000,,0030X00002CbTjsQAF,a3Qb000000000tIEAQ,450
a420X000000E4VnQAK,FALSE,Admin Fee - ICA,GBP,1530544164000,005b0000000LhV0AAK,1530544164000,005b0000000LhV0AAK,1530544164000,,003b000001SCkLmAAL,a3Qb000000000tCEAQ,0
a420X000000E4VsQAK,FALSE,Admin Fee - ICA,GBP,1530544194000,005b0000000LhV0AAK,1530544221000,005b0000000LhV0AAK,1530544221000,,003b000001SCkLmAAL,a3Qb000000000t6EAA,0
a420X000000E4WHQA0,FALSE,1-4 dels (half day),GBP,1530615830000,0050X0000072sLpQAI,1530616001000,0050X0000072sLpQAI,1530616001000,,003b000000qzb6IAAQ,a3Qb000000000t5EAA,650
a420X000000E4YXQA0,FALSE,Invigilator fee,GBP,1533218403000,005b0000000LhjvAAC,1533218403000,005b0000000LhjvAAC,1533218403000,,0030X00002CevJoQAJ,a3Qb000000000tCEAQ,70
a420X000000E4YcQAK,FALSE,Administrator fee,GBP,1533218538000,005b0000000LhjvAAC,1533218572000,005b0000000LhjvAAC,1533218572000,,0030X00002CevJoQAJ,a3Qb000000000t6EAA,70
a420X000000E4YmQAK,FALSE,WHC Events,GBP,1533565351000,005b0000006euSuAAI,1533565381000,005b0000006euSuAAI,1533565381000,,0030X00002EafSMQAZ,a3Qb00000008UFSEA2,0
a420X000000E4Z6QAK,FALSE,CLS Conference (Half Day),GBP,1533637162000,005b0000000LhkQAAS,1533637197000,005b0000000LhkQAAS,1533637197000,,003b000001ByBBTAA3,a3Qb000000000tHEAQ,100
a420X000000E4ZBQA0,FALSE,CLS Conference (Half Day),GBP,1533637908000,005b0000000LhkQAAS,1571869023000,005b0000000LhkRAAS,1571869023000,,0030X00002EbGR0QAN,a3Qb000000000tHEAQ,100
a420X000000E4ZfQAK,FALSE,CLS Conference (Half Day),GBP,1533655839000,005b0000000LhkQAAS,1533655859000,005b0000000LhkQAAS,1533655859000,,003b000001ByC8cAAF,a3Qb000000000tHEAQ,100
a420X000000E4aEQAS,FALSE,CLS Conference (Half Day),GBP,1533719618000,005b0000000LhkQAAS,1571855922000,005b0000000LhkRAAS,1571855922000,,003b000001SueecAAB,a3Qb000000000tHEAQ,100
a420X000000E4aJQAS,FALSE,TTC Trainer,GBP,1533720122000,0050X000006oMCdQAM,1538991533000,005b0000000LhjTAAS,1538991533000,,0030X00002EbwJPQAZ,a3Qb000000000tBEAQ,0
a420X000000E4bHQAS,FALSE,TTC Trainer- Half Day,GBP,1533720668000,0050X000006oMCdQAM,1533720668000,0050X000006oMCdQAM,1533720668000,,0030X00002EbwVVQAZ,a3Qb000000000tBEAQ,0
a420X000000E4ZuQAK,FALSE,CLS Conference (Half Day),GBP,1533657813000,005b0000000LhkQAAS,1533657847000,005b0000000LhkQAAS,1533657847000,,003b000001CjciDAAR,a3Qb000000000tHEAQ,100
a420X000000E4aTQAS,FALSE,TTC Trainer- Half Day,GBP,1533720155000,0050X000006oMCdQAM,1538991603000,005b0000000LhjTAAS,1538991603000,,0030X00002EbwJPQAZ,a3Qb000000000tBEAQ,0
a420X000000E4bRQAS,FALSE,TTC Trainer- Half Day,GBP,1533720709000,0050X000006oMCdQAM,1612180553000,005b0000000LhjZAAS,1612180553000,,0030X00002EbwVpQAJ,a3Qb000000000tBEAQ,0
a420X000000E4QTQA0,FALSE,Invig Fee,GBP,1528731249000,005b0000000LhV0AAK,1528731249000,005b0000000LhV0AAK,1528731249000,,003b000001gKo3nAAC,a3Qb000000000tCEAQ,0
a420X000000E4V9QAK,FALSE,0.00,GBP,1530198077000,005b0000005RtZaAAK,1530198116000,005b0000005RtZaAAK,1530198116000,,0030X00002C3UZUQA3,a3Qb000000000t6EAA,0
a420X000000E4XoQAK,FALSE,Admin Fee - ICA,GBP,1531744366000,005b0000000LhV0AAK,1531744424000,005b0000000LhV0AAK,1531744424000,,0030X00002DPW0mQAH,a3Qb000000000t6EAA,0
a420X000000E4YDQA0,FALSE,ICTA Tutor,SGD,1532055215000,005b0000000LhNPAA0,1532055446000,005b0000000LhNPAA0,1532055446000,,0030X00002Aw2haQAB,a3Qb000000000syEAA,0
a420X000000E4ZQQA0,FALSE,CLS Conference (Half Day),GBP,1533647933000,005b0000000LhkQAAS,1580914415000,005b0000000LhkRAAS,1580914415000,,0030X00002EbP1kQAF,a3Qb000000000tHEAQ,100
a420X000000E4aiQAC,FALSE,TTC Trainer,GBP,1533720523000,0050X000006oMCdQAM,1533720523000,0050X000006oMCdQAM,1533720523000,,0030X00002EbwOjQAJ,a3Qb000000000tBEAQ,0
a420X000000E4bMQAS,FALSE,TTC Trainer,GBP,1533720702000,0050X000006oMCdQAM,1617012034000,0050X00000AcC0kQAF,1617012034000,,0030X00002EbwVpQAJ,a3Qb000000000tBEAQ,400
a420X000000E4bWQAS,FALSE,TTC Trainer,GBP,1533720733000,0050X000006oMCdQAM,1533720733000,0050X000006oMCdQAM,1533720733000,,0030X00002EbwZNQAZ,a3Qb000000000tBEAQ,0
a420X000000E4bbQAC,FALSE,TTC Trainer- Half Day,GBP,1533720745000,0050X000006oMCdQAM,1533720745000,0050X000006oMCdQAM,1533720745000,,0030X00002EbwZNQAZ,a3Qb000000000tBEAQ,0
a420X000000E4bgQAC,FALSE,TTC Trainer,GBP,1533720773000,0050X000006oMCdQAM,1533720773000,0050X000006oMCdQAM,1533720773000,,0030X00002EbwdZQAR,a3Qb000000000tBEAQ,0
a420X000000E4c0QAC,FALSE,CLS Conference (Half Day),GBP,1533720845000,005b0000000LhkQAAS,1533720876000,005b0000000LhkQAAS,1533720876000,,0030X00002EbxWFQAZ,a3Qb000000000tHEAQ,100
a420X000000E4cFQAS,FALSE,TTC Trainer,GBP,1533720904000,0050X000006oMCdQAM,1559141759000,005b0000000LhjTAAS,1559141759000,,0030X00002Ebwm2QAB,a3Qb000000000tBEAQ,0
a420X000000E4cKQAS,FALSE,TTC Trainer- Half Day,GBP,1533720910000,0050X000006oMCdQAM,1533720910000,0050X000006oMCdQAM,1533720910000,,0030X00002Ebwm2QAB,a3Qb000000000tBEAQ,0
a420X000000E4cPQAS,FALSE,CLS Conference (Half Day),GBP,1533721286000,005b0000000LhkQAAS,1533721303000,005b0000000LhkQAAS,1533721303000,,003b000001PsKmKAAV,a3Qb000000000tHEAQ,100
a420X000000E4ceQAC,FALSE,CLS Conference (Half Day),GBP,1533722019000,005b0000000LhkQAAS,1534170637000,005b0000000LhkQAAS,1534170637000,,0030X00002EbyxRQAR,a3Qb000000000tHEAQ,100
a420X000000E4cjQAC,FALSE,CLS Conference (Half Day),GBP,1533723429000,005b0000000LhkQAAS,1571867068000,005b0000000LhkRAAS,1571867068000,,003b000001ByDQ9AAN,a3Qb000000000tHEAQ,100
a420X000000E4coQAC,FALSE,CLS Conference (Half Day),GBP,1533723675000,005b0000000LhkQAAS,1533723691000,005b0000000LhkQAAS,1533723691000,,0030X00002Ec0NLQAZ,a3Qb000000000tHEAQ,100
a420X000000E4dIQAS,FALSE,2 Days,GBP,1533806716000,0050X0000072sLpQAI,1533806862000,005b0000004zPXJAA2,1533806862000,,0030X00002EceneQAB,a3Qb000000000t5EAA,1800
a420X000000E4dNQAS,FALSE,Half Day,GBP,1533806745000,0050X0000072sLpQAI,1533827885000,005b0000004zPXJAA2,1533827885000,,0030X00002EceneQAB,a3Qb000000000t5EAA,900
a420X000000E4dSQAS,FALSE,Venue Contact,GBP,1534162951000,005b0000000LhV0AAK,1534162951000,005b0000000LhV0AAK,1534162951000,,0030X00002F05dYQAR,a3Qb000000000tCEAQ,0
a420X000000E4dXQAS,FALSE,Venue Contact,GBP,1534162991000,005b0000000LhV0AAK,1534163012000,005b0000000LhV0AAK,1534163012000,,0030X00002F05dYQAR,a3Qb000000000t6EAA,0
a420X000000E4drQAC,FALSE,Venue Contact,GBP,1534236088000,005b0000000LhV0AAK,1534236088000,005b0000000LhV0AAK,1534236088000,,0030X00002F0eHYQAZ,a3Qb000000000tCEAQ,0
a420X000000E4e1QAC,FALSE,Venue Contact,GBP,1534238878000,005b0000000LhV0AAK,1534238908000,005b0000000LhV0AAK,1534238908000,,0030X00002F0gxmQAB,a3Qb000000000t6EAA,0
a420X000000E4g2QAC,FALSE,CLT Speaker,GBP,1534939730000,0050X000006oMCdQAM,1534939789000,0050X000006oMCdQAM,1534939789000,,003b000001u3R2cAAE,a3Qb0000000kA4eEAE,0
a420X000000E4g7QAC,FALSE,Speaker,GBP,1534939881000,0050X000006oMCdQAM,1580133827000,0050X000008WJKzQAO,1580133827000,,003b000000u2RaQAAU,a3Qb0000000kA4eEAE,0
a420X000000E4gCQAS,FALSE,New Trainer,GBP,1535021019000,005b0000000LhjTAAS,1535037333000,005b0000000LhjTAAS,1535037333000,,0030X00002FAq5VQAT,a3Qb000000000tBEAQ,350
a420X000000E4hyQAC,FALSE,CLS Half day,GBP,1536679282000,005b0000000LhkQAAS,1571870373000,005b0000000LhkRAAS,1571870373000,,003b000001ByAepAAF,a3Qb000000000tHEAQ,300
a420X000000E4i3QAC,FALSE,CLS Half Day,GBP,1536680402000,005b0000000LhkQAAS,1536680463000,005b0000000LhkQAAS,1536680463000,,0030X00002GGNWAQA5,a3Qb000000000tHEAQ,150
a420X000000E4iIQAS,FALSE,CLS Half day,GBP,1536760744000,005b0000000LhkQAAS,1594896172000,005b0000000LhkQAAS,1594896172000,,003b000000vFMGQAA4,a3Qb000000000tHEAQ,150
a420X000000E4icQAC,FALSE,CLT Ireland Speaker,GBP,1537360034000,0050X000006oMCdQAM,1537360073000,0050X000006oMCdQAM,1537360073000,,0030X00002GcGH3QAN,a3Qb0000000kA4eEAE,0
a420X000000E4irQAC,FALSE,Admin Fee - ICT,GBP,1537366593000,005b0000000LhV0AAK,1537366635000,005b0000000LhV0AAK,1537366635000,,003b0000010Ua3qAAC,a3Qb000000000t8EAA,0
a420X000000E4j1QAC,FALSE,CLS Conference half day,GBP,1537457731000,005b0000000LhkQAAS,1537457781000,005b0000000LhkQAAS,1537457781000,,0030X00002Gc7bIQAR,a3Qb000000000tHEAQ,100
a420X000000E4jGQAS,FALSE,CLT Ireland Speaker,GBP,1538126651000,0050X000006oMCdQAM,1538382670000,0050X000006oMCdQAM,1538382670000,,003b000000u2RIPAA2,a3Qb0000000kA4eEAE,0
a420X000000E4jQQAS,FALSE,CLT Ireland Speaker,GBP,1538128282000,0050X000006oMCdQAM,1538383265000,0050X000006oMCdQAM,1538383265000,,003b000001u3R2cAAE,a3Qb0000000kA4eEAE,0
a420X000000E4jVQAS,FALSE,CLT Ireland Speaker,GBP,1538128432000,0050X000006oMCdQAM,1538383280000,0050X000006oMCdQAM,1538383280000,,003b000001qITPzAAO,a3Qb0000000kA4eEAE,0
a420X000000E4jfQAC,FALSE,CLT Ireland Speaker,GBP,1538129265000,0050X000006oMCdQAM,1538383091000,0050X000006oMCdQAM,1538383091000,,003b000000u2RILAA2,a3Qb0000000kA4eEAE,0
a420X000000E4jpQAC,FALSE,CLT Ireland Speaker,GBP,1538129630000,0050X000006oMCdQAM,1551108758000,005b0000002eGGJAA2,1551108758000,,0030X00002PLFaPQAX,a3Qb0000000kA4eEAE,0
a420X000000E4kEQAS,FALSE,ICTA Tutor,SGD,1538552617000,005b0000000LhNPAA0,1538552631000,005b0000000LhNPAA0,1538552631000,,0030X00002HITWxQAP,a3Qb000000000syEAA,0
a420X000000E4kYQAS,FALSE,Invigilator,GBP,1538659657000,005b0000005hqWVAAY,1538659675000,005b0000005hqWVAAY,1538659675000,,0030X00002HJRyjQAH,a3Qb000000000t1EAA,70
a420X000000E4m5QAC,FALSE,CLS Conference Half Day,GBP,1540305669000,005b0000000LhkQAAS,1540305695000,005b0000000LhkQAAS,1540305695000,,0030X00002I8mTFQAZ,a3Qb000000000tHEAQ,300
a420X000000E4mKQAS,FALSE,ICA Speaker,GBP,1540395856000,005b0000000LhTMAA0,1540396135000,005b0000000LhTMAA0,1540396135000,,0030X00002IM9A3QAL,a3Qb000000000tCEAQ,0
